Site number,Year,Annual mean counts,Species Richness,Site name,Latitude,Longitude,Date type,Reaches,Current usgs gauge,Nearest USGS gauge,PODEW,TACH2,Annual mean depth to groundwater cm,Annual sum of precipitation mm,Exotic,Native,Ratio
19,2012,171,34,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,170.5,9.29,-132.2,143.25,28.25,194.83,6.9
19,2013,262,42,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,167.01,18.89,-133,202.45,38.370000000000005,197.85999999999996,5.16
19,2016,613,46,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,170.93,14.28,-119.6,110.25,56.5,196.12,3.47
19,2017,394,28,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,159.48,19.83,-100.3,238.15,72.27999999999999,188.32,2.61
19,2018,283,49,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,170.65,17.74,-141.2,170.94,46.28,198.96,4.3
19,2019,325,49,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,158.06,31.67,-97,211.8,86.77,206.21,2.38
19,2020,448,56,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,154.15,33.56,-149.7,134,82.32000000000001,189.64000000000001,2.3
19,2021,249,52,Reynolds Forest,34.657611462267496,-106.739436295579,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,159.16,44.39,-140.6,143.79999999999998,75.32999999999998,207.24999999999997,2.75
20,2005,606,27,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,64.36,2.83,-100.5,203.85,109.31,114.32,1.05
20,2006,258,34,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,45.4,6.53,-106.3,109.20000000000002,166.17,120.5,0.73
20,2007,199,37,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,55.05,2.9,-104.9,195.2,165.41,121.62999999999998,0.74
20,2008,138,28,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,53.13,2.38,-106.1,137.15,134.95,102.05999999999999,0.76
20,2009,186,37,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,60.94,4.38,-104.9,131,125.97,126.11999999999999,1
20,2010,210,40,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,59.39,6.54,-103.7,185.8,123.86000000000001,121.06000000000002,0.98
20,2011,302,46,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,50.2,4.9,-108.7,103.5,127.15,109.77000000000001,0.86
20,2012,301,48,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,50.06,5.91,-110.2,69.9,125.87,118.38999999999999,0.94
20,2013,2417,48,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,62.3,6.25,-112.9,205.8,149.56,125.38,0.84
20,2016,348,47,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,74.8,4.93,-107,105.7,144.01999999999998,141.67999999999998,0.98
20,2017,408,69,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,78.85,7.33,-93.7,123.7,153.08,139.83,0.91
20,2018,649,58,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,67.73,7.1,-117.5,109.675,144.94,128.82,0.89
20,2019,1012,59,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,72.7,8.05,-90.5,159.85,183.68,145.4,0.79
20,2020,456,51,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,90.11,7.9,-112.3,101.15,181.46,152.97,0.84
20,2021,265,49,Route 66,35.1006512603,-106.691932797,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,97.98,7.29,-115.2,119,172.75,144.95,0.84
21,2007,406,46,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,95.54,.,-255.5,218.65,53.14,209.26,3.94
21,2008,224,40,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,95.3,.,-238.9,129.85,64.75,196.37,3.03
21,2009,340,41,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,97.28,.,-236.7,111.05,76.75999999999999,197.85,2.58
21,2010,192,45,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,104.86,.,-236.9,159.7,79.61,192.34000000000003,2.42
21,2011,195,42,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,111.31,.,-238.6,81.19999999999999,84.62,183.97999999999996,2.17
21,2012,362,49,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,126.75,.,-241.2,84.75,101.53999999999999,186.79000000000002,1.84
21,2013,224,44,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,135.5,.,-244.4,206.6,100.31,202.64000000000001,2.02
21,2014,179,46,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,151.51,.,-237.2,97.3,136.44,229.64999999999998,1.68
21,2015,348,45,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,128.28,.,-229.8,230.25,129.38,216.05999999999997,1.67
21,2016,353,50,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,119.16,.,-232.8,118.65,126.4,186.61,1.48
21,2017,146,27,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,126.19,.,-232.2,108.75,141.63,195.95,1.38
21,2018,210,51,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,134.67,.,-259.7,173.28500000000005,5.8999999999999995,196.27000000000004,33.27
21,2019,317,66,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,122.27,.,-211.5,182.45,43.92,186.54,4.25
21,2020,323,51,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,135.41,.,-240.3,90.15,30.650000000000002,217.35999999999999,7.09
21,2021,529,46,Badger,35.1955715759,-106.641632737,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,130.37,.,-246.1,135.8,82.17,215.89999999999995,2.63
22,2007,298,35,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,175.78,.,-127.2,221.15,26.11,314.62,12.05
22,2008,463,34,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,168.49,.,-118.6,135.65,33,301.85999999999996,9.15
22,2009,188,35,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,171.71,.,-117.3,163.75,21.1,319.98,15.16
22,2010,268,44,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,172.54,.,-112.6,226.4,24.729999999999997,302.41,12.23
22,2011,351,43,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,168.23,.,-111.3,58.3,23.799999999999997,260.56999999999994,10.95
22,2012,219,47,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,174.26,.,-112.4,69.15,22.4,266.9,11.92
22,2013,356,44,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,154.11,.,-115.2,195.9,29.47,254.76999999999995,8.65
22,2014,198,40,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,157.35,0.04,-108.5,111.35,31.4,274.2799999999999,8.74
22,2015,552,51,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,170.5,.,-98.4,223.7,42.95,282.9799999999999,6.59
22,2016,524,47,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,170.88,0.31,-101.2,112.75,39.059999999999995,274.00999999999993,7.02
22,2019,203,20,Bobcat,35.2010747789,-106.641162297,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,163.8,.,-89.6,149.1,12.780000000000001,276.6600000000001,21.65
23,2007,127,29,BioPark,35.0799846256,-106.669723455,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,177.42,5.5,-144.3,179,63.71999999999999,215.34999999999997,3.38
23,2008,826,33,BioPark,35.0799846256,-106.669723455,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,204.74,0.99,-140.6,145.2,38.989999999999995,255.42000000000002,6.55
23,2009,179,41,BioPark,35.0799846256,-106.669723455,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,187.43,0.79,-141.1,153.5,27.04,220.85000000000002,8.17
23,2010,404,42,BioPark,35.0799846256,-106.669723455,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,185.33,2.9,-137.2,256.4,44.720000000000006,213.05,4.76
23,2011,382,49,BioPark,35.0799846256,-106.669723455,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,192.75,0.11,-145.2,122.8,7.34,213.75,29.12
23,2012,297,52,BioPark,35.0799846256,-106.669723455,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,183.61,.,-145,87.75000000000001,52.96,201.89,3.81
23,2013,337,45,BioPark,35.0799846256,-106.669723455,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,156.98,.,-148.8,225.95,37.4,168.57999999999996,4.51
23,2014,92,35,BioPark,35.0799846256,-106.669723455,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,143.91,.,-151.7,148.6,58.730000000000004,185.30999999999997,3.16
23,2015,91,26,BioPark,35.0799846256,-106.669723455,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,170.61,.,-134.2,253.85,54.96,220.39999999999998,4.01
23,2016,705,62,BioPark,35.0799846256,-106.669723455,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,164.32,.,-138.2,147.6,40.41,229.8000000000001,5.69
23,2017,364,50,BioPark,35.0799846256,-106.669723455,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,162.86,0.49,-119.5,164.2,57.830000000000005,247.48000000000002,4.28
23,2019,98,19,BioPark,35.0799846256,-106.669723455,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.,.,.,.,.,.,.
24,2009,0,1,Santo Domingo,35.50989,-106.3896,Est from map,Cochiti Reach,.,.,56.01,.,.,.,2.5500000000000003,181.79,71.29
24,2012,236,41,Santo Domingo,35.50989,-106.3896,Est from map,Cochiti Reach,.,.,80.5,.,.,.,0.22,118.43,538.32
24,2013,123,42,Santo Domingo,35.50989,-106.3896,Est from map,Cochiti Reach,.,.,73.35,.,.,.,12.339999999999998,169.83999999999986,13.76
24,2016,243,54,Santo Domingo,35.50989,-106.3896,Est from map,Cochiti Reach,.,.,68.58,.,.,.,0.1,118.56000000000002,1185.6
24,2017,264,51,Santo Domingo,35.50989,-106.3896,Est from map,Cochiti Reach,.,.,75.39,.,.,.,1.01,131.89,130.58
24,2019,323,44,Santo Domingo,35.50989,-106.3896,Est from map,Cochiti Reach,.,.,73.65,.,.,.,1.77,129.79000000000002,73.33
25,2008,209,23,Crawford,34.637561057629,-106.74347269011,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,.,13.12,-132.9,0,68.75,219.04000000000002,3.19
25,2009,244,36,Crawford,34.637561057629,-106.74347269011,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,9.1,17.52,-116.5,0,94.35999999999999,137.73999999999998,1.46
25,2010,284,42,Crawford,34.637561057629,-106.74347269011,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,22.48,15.59,-122.8,0,104.03,190.49,1.83
25,2011,303,35,Crawford,34.637561057629,-106.74347269011,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,22.38,12.08,-143.8,102.9,19.64,89.15999999999998,4.54
25,2012,330,42,Crawford,34.637561057629,-106.74347269011,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,52.21,19.78,-143.3,148,116.02000000000001,158.47,1.37
25,2013,142,39,Crawford,34.637561057629,-106.74347269011,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,52.47,28.76,-143,239.75,72.34,153.64,2.12
25,2014,380,51,Crawford,34.637561057629,-106.74347269011,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,64.09,23.97,-141.8,206,78.35,192.48000000000002,2.46
25,2015,215,40,Crawford,34.637561057629,-106.74347269011,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,71.66,23.53,-120.7,280.3,57.300000000000004,229.75,4.01
25,2016,720,46,Crawford,34.637561057629,-106.74347269011,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,64.7,19.73,-138.7,163.95,77.67,223.98000000000002,2.88
25,2017,1070,33,Crawford,34.637561057629,-106.74347269011,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,81.18,21.03,-109.3,280.40000000000003,93.28999999999999,223.21999999999997,2.39
25,2018,345,51,Crawford,34.637561057629,-106.74347269011,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,83.28,17.95,-154.3,83.925,84.51,238.36,2.82
25,2019,282,55,Crawford,34.637561057629,-106.74347269011,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,105.72,30.12,-99.3,214.25,81.7,220.56999999999996,2.7
25,2020,335,50,Crawford,34.637561057629,-106.74347269011,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,101.15,25.64,-157.1,154.79999999999998,85.27,187.45000000000002,2.2
25,2021,201,46,Crawford,34.637561057629,-106.74347269011,Center well ground EMLID,Isleta Reach,8331510,1) Rio Grande at State Hwy 346 near Bosque 08331510 from 10/2005 to present 2) Rio Grande Floodway Near Bernardo 08332010 from beginning to 10/2005,104.93,28.85,-142.7,159.79999999999998,102.31,214.06,2.09
26,2011,108,24,Mesilla,32.248328,-106.821014,Est from map,South of San Marcial Reach,.,1) no current gauge 2) Leasburg Dam at Fort Selden 08363510 for 2011 only,.,.,.,.,.,.,.
26,2012,273,26,Mesilla,32.248328,-106.821014,Est from map,South of San Marcial Reach,.,1) no current gauge 2) Leasburg Dam at Fort Selden 08363510 for 2011 only,.,.,.,.,.,.,.
26,2013,68,16,Mesilla,32.248328,-106.821014,Est from map,South of San Marcial Reach,.,1) no current gauge 2) Leasburg Dam at Fort Selden 08363510 for 2011 only,.,.,.,.,.,.,.
26,2014,355,34,Mesilla,32.248328,-106.821014,Est from map,South of San Marcial Reach,.,1) no current gauge 2) Leasburg Dam at Fort Selden 08363510 for 2011 only,.,.,.,.,.,.,.
26,2016,205,43,Mesilla,32.248328,-106.821014,Est from map,South of San Marcial Reach,.,1) no current gauge 2) Leasburg Dam at Fort Selden 08363510 for 2011 only,.,2.05,-159.5,108.15,28.44,56.910000000000004,2
26,2017,887,65,Mesilla,32.248328,-106.821014,Est from map,South of San Marcial Reach,.,1) no current gauge 2) Leasburg Dam at Fort Selden 08363510 for 2011 only,.,1.94,-133.4,141.65,99.23,35.019999999999996,0.35
27,2012,455,48,Bosque Farm,34.8477697505695,-106.714997116643,Center well ground EMLID,Isleta Reach,8331160,Rio Grande Near Bosque Farms 08331160,.,.,.,.,.,.,.
27,2013,260,46,Bosque Farm,34.8477697505695,-106.714997116643,Center well ground EMLID,Isleta Reach,8331160,Rio Grande Near Bosque Farms 08331160,.,.,.,.,.,.,.
27,2016,565,46,Bosque Farm,34.8477697505695,-106.714997116643,Center well ground EMLID,Isleta Reach,8331160,Rio Grande Near Bosque Farms 08331160,.,.,.,.,.,.,.
27,2017,230,43,Bosque Farm,34.8477697505695,-106.714997116643,Center well ground EMLID,Isleta Reach,8331160,Rio Grande Near Bosque Farms 08331160,.,.,.,.,.,.,.
27,2018,906,48,Bosque Farm,34.8477697505695,-106.714997116643,Center well ground EMLID,Isleta Reach,8331160,Rio Grande Near Bosque Farms 08331160,.,.,.,.,.,.,.
27,2019,387,35,Bosque Farm,34.8477697505695,-106.714997116643,Center well ground EMLID,Isleta Reach,8331160,Rio Grande Near Bosque Farms 08331160,.,.,.,.,.,.,.
27,2020,399,39,Bosque Farm,34.8477697505695,-106.714997116643,Center well ground EMLID,Isleta Reach,8331160,Rio Grande Near Bosque Farms 08331160,.,.,.,.,.,.,.
27,2021,392,48,Bosque Farm,34.8477697505695,-106.714997116643,Center well ground EMLID,Isleta Reach,8331160,Rio Grande Near Bosque Farms 08331160,.,.,.,.,.,.,.
28,2014,189,49,Valle de Oro,34.9797688406,-106.680112434,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.,.,.,.,.,.,.
28,2015,563,68,Valle de Oro,34.9797688406,-106.680112434,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.,.,.,.,.,.,.
28,2016,270,45,Valle de Oro,34.9797688406,-106.680112434,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.,.,.,.,.,.,.
28,2017,209,28,Valle de Oro,34.9797688406,-106.680112434,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.,.,.,.,.,.,.
28,2018,2062,55,Valle de Oro,34.9797688406,-106.680112434,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.,.,.,.,.,.,.
28,2019,228,37,Valle de Oro,34.9797688406,-106.680112434,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.,.,.,.,.,.,.
29,2014,219,33,Albuquerque Overbank Project,35.0452081969,-106.665732215,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,.,.,.,.,.,.,.
29,2016,511,54,Albuquerque Overbank Project,35.0452081969,-106.665732215,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,50.12,0.01,-102.8,123.15,156.42999999999998,376.19,2.4
29,2017,146,45,Albuquerque Overbank Project,35.0452081969,-106.665732215,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,51.86,0.08,-80.1,149.05,150.95,292.05999999999995,1.93
29,2018,341,55,Albuquerque Overbank Project,35.0452081969,-106.665732215,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,52.63,0.38,-109.8,76.475,211.30999999999997,274.60999999999996,1.3
29,2019,222,48,Albuquerque Overbank Project,35.0452081969,-106.665732215,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,62.5200000000001,0.68,-74.8,136.45000000000002,156.57,277.8400000000001,1.77
29,2020,305,62,Albuquerque Overbank Project,35.0452081969,-106.665732215,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,53.6,1.11,-107.4,128.95000000000002,210.89000000000001,274.24,1.3
29,2021,343,43,Albuquerque Overbank Project,35.0452081969,-106.665732215,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,51.8,0.37,-110.6,91.7,234.88,233.51000000000008,0.99
30,2014,411,54,State Land Office,34.9679188689,-106.685667747,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,95.64,0.14,-122.9,123.5,53.62,115.50999999999999,2.15
30,2015,897,57,State Land Office,34.9679188689,-106.685667747,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,106.92,1.72,-126.2,270.7,130.64000000000001,168.20999999999998,1.29
30,2016,278,47,State Land Office,34.9679188689,-106.685667747,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,120.08,1.34,-135.5,147.15,54.47,218.15,4
30,2017,418,55,State Land Office,34.9679188689,-106.685667747,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,104.92,0.2,-125.6,163.70000000000002,29.07,224.08999999999997,7.71
30,2018,369,66,State Land Office,34.9679188689,-106.685667747,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,122.12,0.3,-137.9,108.71,25.62,228.56,8.92
30,2019,355,60,State Land Office,34.9679188689,-106.685667747,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,103.28,.,-116.9,203.5,45.82,208.22999999999988,4.54
30,2020,400,74,State Land Office,34.9679188689,-106.685667747,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,109.79,0.05,-134,127.3,28.92,249.85999999999984,8.64
30,2021,274,60,State Land Office,34.9679188689,-106.685667747,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,103.85,0.11,-143.7,105.75,19.769999999999996,224.72999999999993,11.37
31,2016,596,46,San Jose,35.0124335977,-106.672728518,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,70.33,.,-102.2,151.4,18.779999999999994,252.16,13.43
31,2017,175,29,San Jose,35.0124335977,-106.672728518,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,76.51,.,-73.4,183.5,18.51,256.80999999999995,13.87
31,2018,336,58,San Jose,35.0124335977,-106.672728518,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,78.67,.,-111.4,66.695,11.43,225.29,19.71
31,2019,511,82,San Jose,35.0124335977,-106.672728518,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,79.98,.,-77,159.15,9.93,265.9,26.78
31,2020,408,61,San Jose,35.0124335977,-106.672728518,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,90.55,.,-118.3,148.75,15.41,250.87,16.28
31,2021,217,48,San Jose,35.0124335977,-106.672728518,Center well ground EMLID,Angostura Reach,8330000,Rio Grande at Albuquerque 08330000,91.13,.,-115.3,87.35,12.93,200.88999999999996,15.54
32,2016,290,52,Sandia,35.255,-106.5907,Est from map,Angostura Reach,.,.,.,.,.,.,.,.,.
32,2017,274,38,Sandia,35.255,-106.5907,Est from map,Angostura Reach,.,.,.,.,.,.,.,.,.
32,2018,346,50,Sandia,35.255,-106.5907,Est from map,Angostura Reach,.,.,.,.,.,.,.,.,.
32,2019,378,47,Sandia,35.255,-106.5907,Est from map,Angostura Reach,.,.,.,.,.,.,.,.,.
32,2020,125,23,Sandia,35.255,-106.5907,Est from map,Angostura Reach,.,.,.,.,.,.,.,.,.
32,2021,183,57,Sandia,35.255,-106.5907,Est from map,Angostura Reach,.,.,.,.,.,.,.,.,.
33,2018,328,53,Bosque del Apache,33.8196650872,-106.854014975,Center well ground EMLID,San Acacia Reach,8355490,"RIO GRANDE ABOVE US HWY 380 NR SAN ANTONIO, NM, 8355490",196.88,49.11,-309,192.95,83.72999999999999,222.27999999999997,2.65
33,2019,178,30,Bosque del Apache,33.8196650872,-106.854014975,Center well ground EMLID,San Acacia Reach,8355490,"RIO GRANDE ABOVE US HWY 380 NR SAN ANTONIO, NM, 8355490",209.94,54.7599999999999,-227.6,142.55,54.7999999999999,248.26,4.53
33,2020,149,53,Bosque del Apache,33.8196650872,-106.854014975,Center well ground EMLID,San Acacia Reach,8355490,"RIO GRANDE ABOVE US HWY 380 NR SAN ANTONIO, NM, 8355490",188.55,59.08,-318,140.75,61.03,214.42000000000002,3.51
