Site number,Year,Name,lettercode,numbercode,family,class,order,genspp,Annual mean counts
23,2015,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1
23,2015,Hemiptera,INHE,1750000,0,1,75,0,1
23,2015,Lasius sp.,FOLAS,1111310,13,1,11,10,1
23,2015,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,6
23,2015,Leptothorax sp.,FOLEP,1111306,13,1,11,6,2
23,2015,Oribatida,ARACAORI,5020100,1,5,2,0,4
23,2015,Pholcidae,ARARAPHO,5010200,2,5,1,0,1
23,2015,Poecilus chalcites,CAPOECHA,1025502,55,1,2,2,1
23,2015,Polyxenida,DIPOX,7030000,0,7,3,0,2
23,2015,Porcellio laevis,PORLAE,6020101,1,6,2,1,1
23,2015,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,2
23,2015,Psocoptera,INPS,1220000,0,1,22,0,1
23,2015,Solenopsis sp.,FOSOL,1111305,13,1,11,5,8
23,2015,Tetramorium sp.,FOTET,1111351,13,1,11,51,4
23,2016,Acari,ARACA,5020000,0,5,2,0,8
23,2016,Amara sp.,CAAMA,1025505,55,1,2,5,1
23,2016,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,92
23,2016,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,7
23,2016,Calathus opaculus,CACALOPA,1025503,55,1,2,3,2
23,2016,Camponotus sp.,FOCAM,1111344,13,1,11,44,2
23,2016,Chilopoda,CH,2000000,0,2,0,0,1
23,2016,Collembola,INCL,1040000,0,1,4,0,405
23,2016,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,2
23,2016,Curculionidae,INCOCUR,1023100,31,1,2,0,3
23,2016,Cyclotrachelus sp.,CACYC,1025541,55,1,2,41,5
23,2016,Cydnidae,INHECYD,1750500,5,1,75,0,2
23,2016,Dictynidae,ARARADIC,5012500,25,5,1,0,4
23,2016,Diplopoda,DI,7000000,0,7,0,0,1
23,2016,Diptera,INDI,1060000,0,1,6,0,2
23,2016,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,6
23,2016,Dysdera crocata,ARDYSCRO,5011402,14,5,1,2,1
23,2016,Eleodes fusiformis,TEELEFUS,1024610,46,1,2,10,4
23,2016,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1
23,2016,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,1
23,2016,Formica sp.,FOFOM,1111309,13,1,11,9,3
23,2016,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,3
23,2016,Gryllidae,INORGRY,1193700,37,1,19,0,3
23,2016,Harpalus sp.,CAHAR,1025530,55,1,2,30,2
23,2016,Hemiptera,INHE,1750000,0,1,75,0,15
23,2016,Herpyllus sp.,ARGNAHER,5011612,16,5,1,12,1
23,2016,Hymenoptera,INHY,1110000,0,1,11,0,1
23,2016,Lasius sp.,FOLAS,1111310,13,1,11,10,8
23,2016,Lepidoptera,INLE,1090000,0,1,9,0,20
23,2016,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,18
23,2016,Lepismatidae,,.,.,.,.,.,2
23,2016,Lepismatidae,INZYLEP,1420200,2,1,42,0,9
23,2016,Linyphiidae,ARARALIN,5012200,22,5,1,0,3
23,2016,Lithobiomorpha,CHLIT,2020000,0,2,2,0,1
23,2016,Lizard,LIZ,9030100,1,9,3,0,2
23,2016,Lycosidae,ARARALYC,5012400,24,5,1,0,3
23,2016,Missing/no data,MISSING,.,.,.,.,.,0
23,2016,Monomorium sp.,FOMON,1111343,13,1,11,43,8
23,2016,Mutillidae,INHYMUT,1111900,19,1,11,0,2
23,2016,Myrmecophilus sp.,INORMYR,1194001,40,1,19,1,1
23,2016,Neivamyrmex sp.,FONEI,1111311,13,1,11,11,1
23,2016,Noctuidae,INLENOC,1090100,1,1,9,0,1
23,2016,Notoxus sp.,INCONOTO,1024105,41,1,2,5,1
23,2016,Oecobuius sp.,ARARA,5010000,0,5,1,0,1
23,2016,Oribatida,ARACAORI,5020100,1,5,2,0,2
23,2016,Pardosa sp.,ARLYCPAR,5012404,24,5,1,4,1
23,2016,Philodromidae,ARARA,5010000,0,5,1,0,1
23,2016,Phrurotimpus sp.,ARPHRPHR,5019001,90,5,1,1,1
23,2016,Pogonomyrmex occidentalis,FOPOGOCC,1111320,13,1,11,20,1
23,2016,Pogonomyrmex rugosus,POGRUG,1111353,13,1,11,53,4
23,2016,Polyphaga,INCOPOL,1020002,0,1,2,2,2
23,2016,Polyxenida,DIPOX,7030000,0,7,3,0,2
23,2016,Porcellio laevis,PORLAE,6020101,1,6,2,1,5
23,2016,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,3
23,2016,Psocoptera,INPS,1220000,0,1,22,0,1
23,2016,Pterostichus sp.,CAPTE,1025520,55,1,2,20,1
23,2016,Reduviidae,INHERED,1750100,1,1,75,0,2
23,2016,Solenopsis sp.,FOSOL,1111305,13,1,11,5,3
23,2016,Solifugae,ARSOL,5040000,0,5,4,0,1
23,2016,Stenopelmatus sp.,ORSTESTE,1191101,11,1,19,2,1
23,2016,Tetramorium sp.,FOTET,1111351,13,1,11,51,8
23,2016,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,3
23,2016,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,4
23,2017,Acari,ARACA,5020000,0,5,2,0,14
23,2017,Agelenidae,ARARAAGE,5010100,1,5,1,0,1
23,2017,Araneae,ARARA,5010000,0,5,1,0,3
23,2017,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,21
23,2017,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,10
23,2017,Coleoptera larva,INCOLAR,1020001,0,1,2,1,3
23,2017,Collembola,INCL,1040000,0,1,4,0,17
23,2017,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,10
23,2017,Curculionidae,INCOCUR,1023100,31,1,2,0,2
23,2017,Dictynidae,ARARADIC,5012500,25,5,1,0,4
23,2017,Diplopoda,DI,7000000,0,7,0,0,1
23,2017,Diptera,INDI,1060000,0,1,6,0,3
23,2017,Dorymyrmex insanus,DORINS,1111354,13,1,11,54,1
23,2017,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,1
23,2017,Drassyllus sp.,ARGNADRA,5011637,16,5,1,37,2
23,2017,Eleodes fusiformis,TEELEFUS,1024610,46,1,2,10,2
23,2017,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,3
23,2017,Formica sp.,FOFOM,1111309,13,1,11,9,3
23,2017,Formicidae,INHYFOR,1111300,13,1,11,0,1
23,2017,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,3
23,2017,Gryllidae,INORGRY,1193700,37,1,19,0,2
23,2017,Harpalus sp.,CAHAR,1025530,55,1,2,30,2
23,2017,Hemiptera,INHE,1750000,0,1,75,0,8
23,2017,Hymenoptera,INHY,1110000,0,1,11,0,3
23,2017,Lasius sp.,FOLAS,1111310,13,1,11,10,12
23,2017,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,11
23,2017,Lepismatidae,INZYLEP,1420200,2,1,42,0,3
23,2017,Lithobiomorpha,CHLIT,2020000,0,2,2,0,2
23,2017,Lizard,LIZ,9030100,1,9,3,0,1
23,2017,Lycosidae,ARARALYC,5012400,24,5,1,0,3
23,2017,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,162
23,2017,Monomorium sp.,FOMON,1111343,13,1,11,43,2
23,2017,Notoxus sp.,INCONOTO,1024105,41,1,2,5,1
23,2017,Oecobiidae,ARARAOEC,5019500,95,5,1,0,1
23,2017,Oribatida,ARACAORI,5020100,1,5,2,0,1
23,2017,Poecilus lucublandus,CAPOELUC,1025539,55,1,2,39,2
23,2017,Pogonomyrmex desertorum,POGDES,1111359,13,1,11,59,1
23,2017,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,5
23,2017,Porcellio laevis,PORLAE,6020101,1,6,2,1,4
23,2017,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1
23,2017,Psocoptera,INPS,1220000,0,1,22,0,2
23,2017,Salticidae,ARARASAL,5011000,10,5,1,0,2
23,2017,Scolopendra polymorpha,SCOPOL,2010201,2,2,1,1,1
23,2017,Selenophorus sp.,COCARSEL,1025536,55,1,2,36,8
23,2017,Solenopsis sp.,FOSOL,1111305,13,1,11,5,5
23,2017,Tetramorium sp.,FOTET,1111351,13,1,11,51,2
23,2017,Theridiidae,ARARATHE,5011500,15,5,1,0,3
23,2017,Thysanoptera,INTT,1080000,0,1,8,0,1
23,2017,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,1
23,2017,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,7
23,2019,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,33
23,2019,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,7
23,2019,Coleoptera larva,INCOLAR,1020001,0,1,2,1,4
23,2019,Curculionidae,INCOCUR,1023100,31,1,2,0,1
23,2019,Cydnidae,INHECYD,1750500,5,1,75,0,1
23,2019,Dictynidae,ARARADIC,5012500,25,5,1,0,1
23,2019,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,2
23,2019,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,1
23,2019,Hemiptera,INHE,1750000,0,1,75,0,1
23,2019,Lasius sp.,FOLAS,1111310,13,1,11,10,1
23,2019,Lepidoptera,INLE,1090000,0,1,9,0,2
23,2019,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,4
23,2019,Lepismatidae,INZYLEP,1420200,2,1,42,0,9
23,2019,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,4
23,2019,Oecobius sp.,AROECOEC,5019501,95,5,1,1,5
23,2019,Tetramorium sp.,FOTET,1111351,13,1,11,51,21
23,2019,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,1
23,2019,.,MISSING,.,.,.,.,.,0
23,2019,.,NOCAP,0,0,0,0,0,0
24,2009,.,.,.,.,.,.,.,0
24,2012,Acari,ARACA,5020000,0,5,2,0,61
24,2012,Amblyopone sp.,FOAMB,1111350,13,1,11,50,2
24,2012,Anthicidae,INCOANT,1024100,41,1,2,0,1
24,2012,Araneae,ARARA,5010000,0,5,1,0,3
24,2012,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,1
24,2012,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,5
24,2012,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1
24,2012,Collembola,INCL,1040000,0,1,4,0,4
24,2012,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,2
24,2012,Curculionidae,INCOCUR,1023100,31,1,2,0,7
24,2012,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,29
24,2012,Eleodes extricatus,TEELEEXT,1024641,46,1,2,41,2
24,2012,Eleodes longicollis,TEELELON,1024642,46,1,2,42,1
24,2012,Eleodes sponsus,TEELESPO,1024643,46,1,2,43,1
24,2012,Eleodes tricostatus,TEELETRI,1024655,46,1,2,55,3
24,2012,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,1
24,2012,Formica sp.,FOFOM,1111309,13,1,11,9,2
24,2012,Formicidae,INHYFOR,1111300,13,1,11,0,1
24,2012,Formicinae,FOFON,1111349,13,1,11,49,1
24,2012,Gryllidae,INORGRY,1193700,37,1,19,0,1
24,2012,Hemiptera,INHE,1750000,0,1,75,0,3
24,2012,Hymenoptera,INHY,1110000,0,1,11,0,4
24,2012,Lasius sp.,FOLAS,1111310,13,1,11,10,19
24,2012,Leptothorax sp.,FOLEP,1111306,13,1,11,6,2
24,2012,Lobometopon fusiformis,TELOBFUS,1024653,46,1,2,53,2
24,2012,Lycosidae,ARARALYC,5012400,24,5,1,0,1
24,2012,Monomorium sp.,FOMON,1111343,13,1,11,43,12
24,2012,Mutillidae,INHYMUT,1111900,19,1,11,0,5
24,2012,Myrmicinae,FOMYR,1111313,13,1,11,13,1
24,2012,Oribatida,ARACAORI,5020100,1,5,2,0,6
24,2012,Pasimachus elongatus,CAPASELA,1025531,55,1,2,31,5
24,2012,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,3
24,2012,Psocoptera,INPS,1220000,0,1,22,0,3
24,2012,Scolopendra polymorpha,SCOPOL,2010201,2,2,1,1,1
24,2012,Solenopsis sp.,FOSOL,1111305,13,1,11,5,16
24,2012,Solifugae,ARSOL,5040000,0,5,4,0,1
24,2012,Stenopelmatus fuscus,STSTEFUS,1191101,11,1,19,1,2
24,2012,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,15
24,2012,Tenebrionidae,COTEN,1024600,46,1,2,0,1
24,2012,Tetramorium sp.,FOTET,1111351,13,1,11,51,5
24,2012,.,NOCAP,0,0,0,0,0,0
24,2013,Acari,ARACA,5020000,0,5,2,0,8
24,2013,Araeoschizus decipiens,TEAREDEC,1024649,46,1,2,49,2
24,2013,Araneae,ARARA,5010000,0,5,1,0,1
24,2013,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,1
24,2013,Blapstinus sp.,TEBLA,1024646,46,1,2,46,1
24,2013,Calosoma scrutator,CACALSCR,1025537,55,1,2,37,1
24,2013,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1
24,2013,Collembola,INCL,1040000,0,1,4,0,1
24,2013,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,9
24,2013,Curculionidae,INCOCUR,1023100,31,1,2,0,4
24,2013,Dictynidae,ARARADIC,5012500,25,5,1,0,3
24,2013,Diptera,INDI,1060000,0,1,6,0,3
24,2013,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,11
24,2013,Formica sp.,FOFOM,1111309,13,1,11,9,2
24,2013,Formicidae,INHYFOR,1111300,13,1,11,0,1
24,2013,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,3
24,2013,Gryllidae,INORGRY,1193700,37,1,19,0,2
24,2013,Hemiptera,INHE,1750000,0,1,75,0,3
24,2013,Hymenoptera,INHY,1110000,0,1,11,0,1
24,2013,Lasius sp.,FOLAS,1111310,13,1,11,10,11
24,2013,Lepismatidae,INZYLEP,1420200,2,1,42,0,1
24,2013,Leptothorax sp.,FOLEP,1111306,13,1,11,6,1
24,2013,Lizard,.,.,1,9,3,0,4
24,2013,Lycosidae,ARARALYC,5012400,24,5,1,0,1
24,2013,Metoponium sp.,TEMET,1024644,46,1,2,44,1
24,2013,Monomorium sp.,FOMON,1111343,13,1,11,43,2
24,2013,Mutillidae,INHYMUT,1111900,19,1,11,0,2
24,2013,Myrmeleontidae,INNEMYR,1160100,1,1,16,0,1
24,2013,Myrmicinae,FOMYR,1111313,13,1,11,13,2
24,2013,Oribatida,ARACAORI,5020100,1,5,2,0,7
24,2013,Pheidole sp.,FOPHE,1111314,13,1,11,14,3
24,2013,Pholcidae,ARARAPHO,5010200,2,5,1,0,3
24,2013,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,2
24,2013,Porcellio laevis,PORLAE,6020101,1,6,2,1,1
24,2013,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1
24,2013,Psocoptera,INPS,1220000,0,1,22,0,2
24,2013,Solenopsis sp.,FOSOL,1111305,13,1,11,5,9
24,2013,Staphylinidae,INCOSTA,1021700,17,1,2,0,1
24,2013,Tenebrionidae,COTEN,1024600,46,1,2,0,1
24,2013,Tetramorium sp.,FOTET,1111351,13,1,11,51,8
24,2013,Thomisidae,ARARATHO,5014500,45,5,1,0,1
24,2013,.,NOCAP,0,0,0,0,0,0
24,2016,Acari,ARACA,5020000,0,5,2,0,12
24,2016,Araeoschizus decipiens,TEAREDEC,1024649,46,1,2,49,1
24,2016,Arctiidae,INLE,1090000,0,1,9,0,2
24,2016,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,2
24,2016,Asidopsis opaca,TEASIOPA,1024645,46,1,2,45,1
24,2016,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,2
24,2016,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,3
24,2016,Chrysomelidae,INCOCHR,1020900,9,1,2,0,1
24,2016,Cicadidae,INHECIC,1751600,16,1,75,0,2
24,2016,Collembola,INCL,1040000,0,1,4,0,42
24,2016,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,1
24,2016,Crematogaster sp.,HYFORCRE,1111356,13,1,11,56,15
24,2016,Curculionidae,INCOCUR,1023100,31,1,2,0,4
24,2016,Dictynidae,ARARADIC,5012500,25,5,1,0,3
24,2016,Diptera,INDI,1060000,0,1,6,0,5
24,2016,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,10
24,2016,Eleodes sponsus,TEELESPO,1024643,46,1,2,43,1
24,2016,Eleodes tricostatus,TEELETRI,1024655,46,1,2,55,2
24,2016,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,1
24,2016,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,1
24,2016,Harpalus sp.,CAHAR,1025530,55,1,2,30,1
24,2016,Hemiptera,INHE,1750000,0,1,75,0,4
24,2016,Hogna sp.,ARLYCHOG,5012406,24,5,1,6,1
24,2016,Hymenoptera,INHY,1110000,0,1,11,0,1
24,2016,Lasius sp.,FOLAS,1111310,13,1,11,10,29
24,2016,Latrodectus hesperus,ARLATHES,5011504,15,5,1,4,2
24,2016,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,1
24,2016,Linyphiidae,ARARALIN,5012200,22,5,1,0,1
24,2016,Lizard,LIZ,9030100,1,9,3,0,1
24,2016,Lycosidae,ARARALYC,5012400,24,5,1,0,4
24,2016,Megachilidae,INHYMEG,1115300,53,1,11,0,1
24,2016,Metoponium sp.,TEMET,1024644,46,1,2,44,1
24,2016,Monomorium sp.,FOMON,1111343,13,1,11,43,3
24,2016,Mutillidae,INHYMUT,1111900,19,1,11,0,4
24,2016,Myrmecophilus sp.,INORMYR,1194001,40,1,19,1,1
24,2016,Oribatida,ARACAORI,5020100,1,5,2,0,1
24,2016,Pardosa sp.,ARLYCPAR,5012404,24,5,1,4,4
24,2016,Pasimachus elongatus,CAPASELA,1025531,55,1,2,31,1
24,2016,Pheidole sp.,FOPHE,1111314,13,1,11,14,1
24,2016,Pholcidae,ARARAPHO,5010200,2,5,1,0,5
24,2016,Pogonomyrmex occidentalis,FOPOGOCC,1111320,13,1,11,20,3
24,2016,Pogonomyrmex rugosus,POGRUG,1111353,13,1,11,53,10
24,2016,Psocoptera,INPS,1220000,0,1,22,0,3
24,2016,Scarabaeidae,INCOSCA,1020400,4,1,2,0,2
24,2016,Scolopendra polymorpha,SCOPOL,2010201,2,2,1,1,3
24,2016,Solenopsis sp.,FOSOL,1111305,13,1,11,5,13
24,2016,Solifugae,ARSOL,5040000,0,5,4,0,3
24,2016,Staphylinidae,INCOSTA,1021700,17,1,2,0,1
24,2016,Stenopelmatus sp.,ORSTESTE,1191101,11,1,19,2,1
24,2016,Tetramorium sp.,FOTET,1111351,13,1,11,51,22
24,2016,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,1
24,2016,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,3
24,2016,.,MISSING,.,.,.,.,.,0
24,2016,.,NOCAP,0,0,0,0,0,0
24,2017,,.,.,.,.,.,.,0
24,2017,Acari,ARACA,5020000,0,5,2,0,7
24,2017,Aeolus sp.,ELAAEO,1020506,5,1,2,6,1
24,2017,Araeoschizus decipiens,TEAREDEC,1024649,46,1,2,49,6
24,2017,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,96
24,2017,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,15
24,2017,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,7
24,2017,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,4
24,2017,Chrysomelidae,INCOCHR,1020900,9,1,2,0,2
24,2017,Coccinellidae,INCOCOC,1022200,22,1,2,0,1
24,2017,Coleoptera larva,INCOLAR,1020001,0,1,2,1,20
24,2017,Collembola,INCL,1040000,0,1,4,0,13
24,2017,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,2
24,2017,Cryptophagidae,INCOCRY,1020800,8,1,2,0,7
24,2017,Curculionidae,INCOCUR,1023100,31,1,2,0,2
24,2017,Dictynidae,ARARADIC,5012500,25,5,1,0,2
24,2017,Drosophila sp.,DIDRODRO,1060701,7,1,6,1,1
24,2017,Eleodes fusiformis,TEELEFUS,1024610,46,1,2,10,1
24,2017,Eleodes sponsus,TEELESPO,1024643,46,1,2,43,4
24,2017,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2
24,2017,Eleodes tricostatus,TEELETRI,1024655,46,1,2,55,2
24,2017,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,5
24,2017,Formica sp.,FOFOM,1111309,13,1,11,9,1
24,2017,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,3
24,2017,Gryllidae,INORGRY,1193700,37,1,19,0,1
24,2017,Haplodrassus sp.,ARGNAHAP,5011605,16,5,1,5,1
24,2017,Hemiptera,INHE,1750000,0,1,75,0,6
24,2017,Histeridae,INCOHIS,1023000,30,1,2,0,2
24,2017,Hogna sp.,ARLYCHOG,5012406,24,5,1,6,1
24,2017,Hymenoptera,INHY,1110000,0,1,11,0,1
24,2017,Hypoponera sp.,HYFORHYP,1111303,13,1,11,3,1
24,2017,Lasius sp.,FOLAS,1111310,13,1,11,10,6
24,2017,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,7
24,2017,Linyphiidae,ARARALIN,5012200,22,5,1,0,5
24,2017,Lycosidae,ARARALYC,5012400,24,5,1,0,2
24,2017,Monomorium sp.,FOMON,1111343,13,1,11,43,1
24,2017,Mutillidae,INHYMUT,1111900,19,1,11,0,1
24,2017,Pholcidae,ARARAPHO,5010200,2,5,1,0,1
24,2017,Pogonomyrmex rugosus,POGRUG,1111353,13,1,11,53,1
24,2017,Porcellio laevis,PORLAE,6020101,1,6,2,1,3
24,2017,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,2
24,2017,Psocoptera,INPS,1220000,0,1,22,0,2
24,2017,Pterostichus sp.,CAPTE,1025520,55,1,2,20,2
24,2017,Reduviidae,INHERED,1750100,1,1,75,0,1
24,2017,Selenophorus sp.,COCARSEL,1025536,55,1,2,36,3
24,2017,Staphylinidae,INCOSTA,1021700,17,1,2,0,1
24,2017,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,1
24,2017,Tetramorium sp.,FOTET,1111351,13,1,11,51,3
24,2017,Tingidae,INHETIN,1751100,11,1,75,0,1
24,2017,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,4
24,2017,.,NOCAP,0,0,0,0,0,0
24,2019,,.,.,.,.,.,.,2
24,2019,Acari,ARACA,5020000,0,5,2,0,4
24,2019,Amara sp.,CAAMA,1025505,55,1,2,5,3
24,2019,Araeoschizus decipiens,TEAREDEC,1024649,46,1,2,49,5
24,2019,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,1
24,2019,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,1
24,2019,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,3
24,2019,Chrysomelidae,INCOCHR,1020900,9,1,2,0,2
24,2019,Collembola,INCL,1040000,0,1,4,0,28
24,2019,Cremastocheilus sp.,COSCCRE,1020414,4,1,2,14,1
24,2019,Crematogaster sp.,HYFORCRE,1111356,13,1,11,56,121
24,2019,Curculionidae,INCOCUR,1023100,31,1,2,0,5
24,2019,Dictynidae,ARARADIC,5012500,25,5,1,0,2
24,2019,Diptera,INDI,1060000,0,1,6,0,1
24,2019,Dorymyrmex insanus,DORINS,1111354,13,1,11,54,54
24,2019,Eleodes caudiferus,TEELECAU,1024658,46,1,2,58,2
24,2019,Eleodes sponsus,TEELESPO,1024643,46,1,2,43,2
24,2019,Eleodes tricostatus,TEELETRI,1024655,46,1,2,55,2
24,2019,Formica sp.,FOFOM,1111309,13,1,11,9,1
24,2019,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,2
24,2019,Hemiptera,INHE,1750000,0,1,75,0,6
24,2019,Hymenoptera,INHY,1110000,0,1,11,0,3
24,2019,Lasius sp.,FOLAS,1111310,13,1,11,10,11
24,2019,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,4
24,2019,Lizard,LIZ,9030100,1,9,3,0,4
24,2019,Lycosidae,ARARALYC,5012400,24,5,1,0,2
24,2019,Metoponium sp.,TEMET,1024644,46,1,2,44,1
24,2019,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,5
24,2019,Mutillidae,INHYMUT,1111900,19,1,11,0,6
24,2019,Neivamyrmex sp.,FONEI,1111311,13,1,11,11,1
24,2019,Pasimachus elongatus,CAPASELA,1025531,55,1,2,31,1
24,2019,Pholcidae,ARARAPHO,5010200,2,5,1,0,2
24,2019,Pogonomyrmex occidentalis,FOPOGOCC,1111320,13,1,11,20,1
24,2019,Pogonomyrmex rugosus,POGRUG,1111353,13,1,11,53,4
24,2019,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1
24,2019,Reduviidae,INHERED,1750100,1,1,75,0,2
24,2019,Scarabaeidae,INCOSCA,1020400,4,1,2,0,2
24,2019,Scolopendra polymorpha,SCOPOL,2010201,2,2,1,1,3
24,2019,Selenophorus sp.,COCARSEL,1025536,55,1,2,36,2
24,2019,Solenopsis sp.,FOSOL,1111305,13,1,11,5,10
24,2019,Stenopelmatus sp.,ORSTESTE,1191101,11,1,19,2,1
24,2019,Tetramorium sp.,FOTET,1111351,13,1,11,51,6
24,2019,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,3
24,2019,.,NOCAP,0,0,0,0,0,0
25,2008,Araneae,ARARA,5010000,0,5,1,0,4
25,2008,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,67
25,2008,Carabidae,INCOCAR,1025500,55,1,2,0,2
25,2008,Coleoptera,INCO,1020000,0,1,2,0,4
25,2008,Coleoptera larva,INCOLAR,1020001,0,1,2,1,1
25,2008,Collembola,INCL,1040000,0,1,4,0,75
25,2008,Curculionidae,INCOCUR,1023100,31,1,2,0,1
25,2008,Diptera,INDI,1060000,0,1,6,0,1
25,2008,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,8
25,2008,Formicinae,FOFON,1111349,13,1,11,49,3
25,2008,Galerita janus,CAGALJAN,1025526,55,1,2,26,2
25,2008,Gryllidae,INORGRY,1193700,37,1,19,0,1
25,2008,Harpalus sp.,CAHAR,1025530,55,1,2,30,2
25,2008,Insecta larva,INLA,1000001,0,1,0,1,1
25,2008,Lasius sp.,FOLAS,1111310,13,1,11,10,3
25,2008,Lycosidae,ARARALYC,5012400,24,5,1,0,2
25,2008,Pheidole sp.,FOPHE,1111314,13,1,11,14,3
25,2008,Pompilidae,INHYPOM,1111500,15,1,11,0,8
25,2008,Porcellio laevis,PORLAE,6020101,1,6,2,1,1
25,2008,Pterostichus sp.,CAPTE,1025520,55,1,2,20,11
25,2008,Solenopsis sp.,FOSOL,1111305,13,1,11,5,4
25,2008,Staphylinidae,INCOSTA,1021700,17,1,2,0,4
25,2008,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,1
25,2009,Acari,ARACA,5020000,0,5,2,0,11
25,2009,Amara sp.,CAAMA,1025505,55,1,2,5,1
25,2009,Araneae,ARARA,5010000,0,5,1,0,4
25,2009,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,25
25,2009,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,5
25,2009,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,5
25,2009,Calathus opaculus,CACALOPA,1025503,55,1,2,3,2
25,2009,Camponotus sp.,FOCAM,1111344,13,1,11,44,1
25,2009,Carabidae,INCOCAR,1025500,55,1,2,0,2
25,2009,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1
25,2009,Chilopoda,CH,2000000,0,2,0,0,1
