Site number,Year,Name,lettercode,numbercode,family,class,order,genspp,Annual mean counts,Site name,Latitude,Longitude
28,2016,Lycosidae,ARARALYC,5012400,24,5,1,0,11,Valle de Oro,34.9797688406,-106.680112434
28,2016,Meloidae,INCOMELO,1021100,11,1,2,0,3,Valle de Oro,34.9797688406,-106.680112434
28,2016,Oribatida,ARACAORI,5020100,1,5,2,0,7,Valle de Oro,34.9797688406,-106.680112434
28,2016,Pardosa sp.,ARLYCPAR,5012404,24,5,1,4,4,Valle de Oro,34.9797688406,-106.680112434
28,2016,Pheidole sp.,FOPHE,1111314,13,1,11,14,16,Valle de Oro,34.9797688406,-106.680112434
28,2016,Pholcidae,ARARAPHO,5010200,2,5,1,0,1,Valle de Oro,34.9797688406,-106.680112434
28,2016,Pogonomyrmex occidentalis,FOPOGOCC,1111320,13,1,11,20,12,Valle de Oro,34.9797688406,-106.680112434
28,2016,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,3,Valle de Oro,34.9797688406,-106.680112434
28,2016,Polyphaga,INCOPOL,1020002,0,1,2,2,1,Valle de Oro,34.9797688406,-106.680112434
28,2016,Ponera sp.,INHYFOPO,1111355,13,1,11,55,4,Valle de Oro,34.9797688406,-106.680112434
28,2016,Porcellio laevis,PORLAE,6020101,1,6,2,1,5,Valle de Oro,34.9797688406,-106.680112434
28,2016,Psocoptera,INPS,1220000,0,1,22,0,3,Valle de Oro,34.9797688406,-106.680112434
28,2016,Pterostichus sp.,CAPTE,1025520,55,1,2,20,1,Valle de Oro,34.9797688406,-106.680112434
28,2016,Solenopsis sp.,FOSOL,1111305,13,1,11,5,1,Valle de Oro,34.9797688406,-106.680112434
28,2016,Staphylinidae,,.,.,.,.,.,1,Valle de Oro,34.9797688406,-106.680112434
28,2016,Staphylinidae,INCOSTA,1021700,17,1,2,0,2,Valle de Oro,34.9797688406,-106.680112434
28,2016,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,6,Valle de Oro,34.9797688406,-106.680112434
28,2016,Tetramorium sp.,FOTET,1111351,13,1,11,51,2,Valle de Oro,34.9797688406,-106.680112434
28,2016,Thomisidae,ARARATHO,5014500,45,5,1,0,2,Valle de Oro,34.9797688406,-106.680112434
28,2016,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,3,Valle de Oro,34.9797688406,-106.680112434
28,2016,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,4,Valle de Oro,34.9797688406,-106.680112434
28,2016,.,NOCAP,0,0,0,0,0,0,Valle de Oro,34.9797688406,-106.680112434
28,2017,Acari,ARACA,5020000,0,5,2,0,6,Valle de Oro,34.9797688406,-106.680112434
28,2017,Amara sp.,CAAMA,1025505,55,1,2,5,4,Valle de Oro,34.9797688406,-106.680112434
28,2017,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,44,Valle de Oro,34.9797688406,-106.680112434
28,2017,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,31,Valle de Oro,34.9797688406,-106.680112434
28,2017,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,10,Valle de Oro,34.9797688406,-106.680112434
28,2017,Coccinellidae,INCOCOC,1022200,22,1,2,0,1,Valle de Oro,34.9797688406,-106.680112434
28,2017,Coleoptera larva,INCOLAR,1020001,0,1,2,1,3,Valle de Oro,34.9797688406,-106.680112434
28,2017,Collembola,INCL,1040000,0,1,4,0,19,Valle de Oro,34.9797688406,-106.680112434
28,2017,Curculionidae,INCOCUR,1023100,31,1,2,0,3,Valle de Oro,34.9797688406,-106.680112434
28,2017,Dictynidae,ARARADIC,5012500,25,5,1,0,1,Valle de Oro,34.9797688406,-106.680112434
28,2017,Diptera,INDI,1060000,0,1,6,0,1,Valle de Oro,34.9797688406,-106.680112434
28,2017,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,1,Valle de Oro,34.9797688406,-106.680112434
28,2017,Elateridae,INCOELA,1020500,5,1,2,0,2,Valle de Oro,34.9797688406,-106.680112434
28,2017,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1,Valle de Oro,34.9797688406,-106.680112434
28,2017,Formica sp.,FOFOM,1111309,13,1,11,9,30,Valle de Oro,34.9797688406,-106.680112434
28,2017,Hemiptera,INHE,1750000,0,1,75,0,3,Valle de Oro,34.9797688406,-106.680112434
28,2017,Hogna sp.,ARLYCHOG,5012406,24,5,1,6,5,Valle de Oro,34.9797688406,-106.680112434
28,2017,Hymenoptera,INHY,1110000,0,1,11,0,2,Valle de Oro,34.9797688406,-106.680112434
28,2017,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,4,Valle de Oro,34.9797688406,-106.680112434
28,2017,Linyphiidae,ARARALIN,5012200,22,5,1,0,1,Valle de Oro,34.9797688406,-106.680112434
28,2017,Lithobiomorpha,CHLIT,2020000,0,2,2,0,1,Valle de Oro,34.9797688406,-106.680112434
28,2017,Pardosa sp.,ARLYCPAR,5012404,24,5,1,4,2,Valle de Oro,34.9797688406,-106.680112434
28,2017,Porcellio laevis,PORLAE,6020101,1,6,2,1,2,Valle de Oro,34.9797688406,-106.680112434
28,2017,Solenopsis sp.,FOSOL,1111305,13,1,11,5,1,Valle de Oro,34.9797688406,-106.680112434
28,2017,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,22,Valle de Oro,34.9797688406,-106.680112434
28,2017,Tetramorium sp.,FOTET,1111351,13,1,11,51,4,Valle de Oro,34.9797688406,-106.680112434
28,2017,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,1,Valle de Oro,34.9797688406,-106.680112434
28,2017,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,4,Valle de Oro,34.9797688406,-106.680112434
28,2018,Acari,ARACA,5020000,0,5,2,0,3,Valle de Oro,34.9797688406,-106.680112434
28,2018,Acrididae,INORACR,1193900,39,1,19,0,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Aeolus sp.,ELAAEO,1020506,5,1,2,6,3,Valle de Oro,34.9797688406,-106.680112434
28,2018,Allocosa sp.,ARLYCALL,5012403,24,5,1,3,2,Valle de Oro,34.9797688406,-106.680112434
28,2018,Amara sp.,CAAMA,1025505,55,1,2,5,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,25,Valle de Oro,34.9797688406,-106.680112434
28,2018,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,31,Valle de Oro,34.9797688406,-106.680112434
28,2018,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,24,Valle de Oro,34.9797688406,-106.680112434
28,2018,Bothrotes sp.,TEBOT,1024664,46,1,2,64,4,Valle de Oro,34.9797688406,-106.680112434
28,2018,Calathus opaculus,CACALOPA,1025503,55,1,2,3,4,Valle de Oro,34.9797688406,-106.680112434
28,2018,Castianeira sp.,CORCAS,5019601,96,5,1,1,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,2,Valle de Oro,34.9797688406,-106.680112434
28,2018,Coleoptera larva,INCOLAR,1020001,0,1,2,1,3,Valle de Oro,34.9797688406,-106.680112434
28,2018,Collembola,INCL,1040000,0,1,4,0,1682,Valle de Oro,34.9797688406,-106.680112434
28,2018,Diptera,INDI,1060000,0,1,6,0,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Dorymyrmex insanus,DORINS,1111354,13,1,11,54,3,Valle de Oro,34.9797688406,-106.680112434
28,2018,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Eleodes carbonarius,TEELECAR,1024639,46,1,2,65,15,Valle de Oro,34.9797688406,-106.680112434
28,2018,Eleodes carbonarius (obsoletus),TEELEOBS,1024639,46,1,2,66,18,Valle de Oro,34.9797688406,-106.680112434
28,2018,Eleodes fusiformis,TEELEFUS,1024610,46,1,2,10,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,3,Valle de Oro,34.9797688406,-106.680112434
28,2018,Formica sp.,FOFOM,1111309,13,1,11,9,9,Valle de Oro,34.9797688406,-106.680112434
28,2018,Gryllus sp.,ORGRYGRY,1193702,37,1,19,2,8,Valle de Oro,34.9797688406,-106.680112434
28,2018,Harpalus sp.,CAHAR,1025530,55,1,2,30,8,Valle de Oro,34.9797688406,-106.680112434
28,2018,Hemiptera,INHE,1750000,0,1,75,0,3,Valle de Oro,34.9797688406,-106.680112434
28,2018,Heterosilpha ramosa,SIHETRAM,1023502,35,1,2,2,18,Valle de Oro,34.9797688406,-106.680112434
28,2018,Hogna sp.,ARLYCHOG,5012406,24,5,1,6,6,Valle de Oro,34.9797688406,-106.680112434
28,2018,Hymenoptera,INHY,1110000,0,1,11,0,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Insecta larva,INLA,1000001,0,1,0,1,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Latridiidae,INCOLAT,1029300,93,1,2,0,2,Valle de Oro,34.9797688406,-106.680112434
28,2018,Lepidoptera,INLE,1090000,0,1,9,0,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Lycosidae,ARARALYC,5012400,24,5,1,0,4,Valle de Oro,34.9797688406,-106.680112434
28,2018,Micaria sp.,ARGNAMIC,5011615,16,5,1,15,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,26,Valle de Oro,34.9797688406,-106.680112434
28,2018,Oribatida,ARACAORI,5020100,1,5,2,0,5,Valle de Oro,34.9797688406,-106.680112434
28,2018,Pardosa sp.,ARLYCPAR,5012404,24,5,1,4,2,Valle de Oro,34.9797688406,-106.680112434
28,2018,Pentatomidae,INHEPEN,1750800,8,1,75,0,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Pogonomyrmex huachucanus,POGHUA,1111358,13,1,11,58,5,Valle de Oro,34.9797688406,-106.680112434
28,2018,Pogonomyrmex occidentalis,FOPOGOCC,1111320,13,1,11,20,45,Valle de Oro,34.9797688406,-106.680112434
28,2018,Ponera sp.,INHYFOPO,1111355,13,1,11,55,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Porcellio laevis,PORLAE,6020101,1,6,2,1,4,Valle de Oro,34.9797688406,-106.680112434
28,2018,Psocoptera,INPS,1220000,0,1,22,0,4,Valle de Oro,34.9797688406,-106.680112434
28,2018,Pterostichus sp.,CAPTE,1025520,55,1,2,20,7,Valle de Oro,34.9797688406,-106.680112434
28,2018,Salticidae,ARARASAL,5011000,10,5,1,0,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Schizocosa sp.,ARLYCSCH,5012424,24,5,1,24,7,Valle de Oro,34.9797688406,-106.680112434
28,2018,Serica sp.,SCSER,1020402,4,1,2,2,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Solenopsis sp.,FOSOL,1111305,13,1,11,5,6,Valle de Oro,34.9797688406,-106.680112434
28,2018,Staphylinidae,INCOSTA,1021700,17,1,2,0,12,Valle de Oro,34.9797688406,-106.680112434
28,2018,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,17,Valle de Oro,34.9797688406,-106.680112434
28,2018,Tetramorium sp.,FOTET,1111351,13,1,11,51,19,Valle de Oro,34.9797688406,-106.680112434
28,2018,Varacosa shenandoah,LYVARSHE,5012426,24,5,1,26,1,Valle de Oro,34.9797688406,-106.680112434
28,2018,Varacosa sp.,ARLYCVAR,5012425,24,5,1,25,4,Valle de Oro,34.9797688406,-106.680112434
28,2018,Zelotes lasalanus,GNZELLAS,5011609,16,5,1,9,3,Valle de Oro,34.9797688406,-106.680112434
28,2018,.,NOCAP,0,0,0,0,0,0,Valle de Oro,34.9797688406,-106.680112434
28,2019,,.,.,.,.,.,.,1,Valle de Oro,34.9797688406,-106.680112434
28,2019,Aeolus sp.,ELAAEO,1020506,5,1,2,6,2,Valle de Oro,34.9797688406,-106.680112434
28,2019,Allocosa sp.,ARLYCALL,5012403,24,5,1,3,1,Valle de Oro,34.9797688406,-106.680112434
28,2019,Amara sp.,CAAMA,1025505,55,1,2,5,3,Valle de Oro,34.9797688406,-106.680112434
28,2019,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,33,Valle de Oro,34.9797688406,-106.680112434
28,2019,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,25,Valle de Oro,34.9797688406,-106.680112434
28,2019,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,34,Valle de Oro,34.9797688406,-106.680112434
28,2019,Calathus opaculus,CACALOPA,1025503,55,1,2,3,2,Valle de Oro,34.9797688406,-106.680112434
28,2019,Castianeira sp.,CORCAS,5019601,96,5,1,1,1,Valle de Oro,34.9797688406,-106.680112434
28,2019,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1,Valle de Oro,34.9797688406,-106.680112434
28,2019,Curculionidae,INCOCUR,1023100,31,1,2,0,2,Valle de Oro,34.9797688406,-106.680112434
28,2019,Dorymyrmex insanus,DORINS,1111354,13,1,11,54,6,Valle de Oro,34.9797688406,-106.680112434
28,2019,Eleodes carbonarius,TEELECAR,1024639,46,1,2,65,3,Valle de Oro,34.9797688406,-106.680112434
28,2019,Eleodes fusiformis,TEELEFUS,1024610,46,1,2,10,17,Valle de Oro,34.9797688406,-106.680112434
28,2019,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,2,Valle de Oro,34.9797688406,-106.680112434
28,2019,Embaphion contusum,TEEMBCON,1024651,46,1,2,51,1,Valle de Oro,34.9797688406,-106.680112434
28,2019,Formica sp.,FOFOM,1111309,13,1,11,9,27,Valle de Oro,34.9797688406,-106.680112434
28,2019,Gryllus sp.,ORGRYGRY,1193702,37,1,19,2,6,Valle de Oro,34.9797688406,-106.680112434
28,2019,Hemiptera,INHE,1750000,0,1,75,0,3,Valle de Oro,34.9797688406,-106.680112434
28,2019,Heterosilpha ramosa,SIHETRAM,1023502,35,1,2,2,3,Valle de Oro,34.9797688406,-106.680112434
28,2019,Hogna sp.,ARLYCHOG,5012406,24,5,1,6,2,Valle de Oro,34.9797688406,-106.680112434
28,2019,Hymenoptera,INHY,1110000,0,1,11,0,2,Valle de Oro,34.9797688406,-106.680112434
28,2019,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,3,Valle de Oro,34.9797688406,-106.680112434
28,2019,Lycosidae,ARARALYC,5012400,24,5,1,0,1,Valle de Oro,34.9797688406,-106.680112434
28,2019,Monomorium minimum,FOMONMIN,1111317,13,1,11,17,2,Valle de Oro,34.9797688406,-106.680112434
28,2019,Pardosa sp.,ARLYCPAR,5012404,24,5,1,4,1,Valle de Oro,34.9797688406,-106.680112434
28,2019,Pogonomyrmex occidentalis,FOPOGOCC,1111320,13,1,11,20,14,Valle de Oro,34.9797688406,-106.680112434
28,2019,Pterostichus sp.,CAPTE,1025520,55,1,2,20,1,Valle de Oro,34.9797688406,-106.680112434
28,2019,Schizocosa sp.,ARLYCSCH,5012424,24,5,1,24,3,Valle de Oro,34.9797688406,-106.680112434
28,2019,Staphylinidae,INCOSTA,1021700,17,1,2,0,2,Valle de Oro,34.9797688406,-106.680112434
28,2019,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,2,Valle de Oro,34.9797688406,-106.680112434
28,2019,Tetramorium sp.,FOTET,1111351,13,1,11,51,13,Valle de Oro,34.9797688406,-106.680112434
28,2019,Theridiidae,ARARATHE,5011500,15,5,1,0,1,Valle de Oro,34.9797688406,-106.680112434
28,2019,Varacosa sp.,ARLYCVAR,5012425,24,5,1,25,4,Valle de Oro,34.9797688406,-106.680112434
28,2019,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,4,Valle de Oro,34.9797688406,-106.680112434
28,2019,.,MISSING,.,.,.,.,.,0,Valle de Oro,34.9797688406,-106.680112434
28,2019,.,NOCAP,0,0,0,0,0,0,Valle de Oro,34.9797688406,-106.680112434
29,2014,Acari,ARACA,5020000,0,5,2,0,9,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Anthicidae,INCOANT,1024100,41,1,2,0,4,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Aphididae,INHEAPH,1751500,15,1,75,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Araeoschizus decipiens,TEAREDEC,1024649,46,1,2,49,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,52,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,17,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,3,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Coleoptera,INCO,1020000,0,1,2,0,3,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Coleoptera larva,INCOLAR,1020001,0,1,2,1,2,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Collembola,INCL,1040000,0,1,4,0,6,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Corimelaenidae,INHECOR,1751000,10,1,75,0,14,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Curculionidae,INCOCUR,1023100,31,1,2,0,2,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Dictynidae,ARARADIC,5012500,25,5,1,0,2,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Diptera,INDI,1060000,0,1,6,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,10,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Elateridae,INCOELA,1020500,5,1,2,0,2,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Formica sp.,FOFOM,1111309,13,1,11,9,16,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,4,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Gryllidae,INORGRY,1193700,37,1,19,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Hemiptera,INHE,1750000,0,1,75,0,6,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Linyphiidae,ARARALIN,5012200,22,5,1,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Lycosidae,ARARALYC,5012400,24,5,1,0,5,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Monomorium sp.,FOMON,1111343,13,1,11,43,21,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Oribatida,ARACAORI,5020100,1,5,2,0,2,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,12,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Pterostichus sp.,CAPTE,1025520,55,1,2,20,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Solenopsis sp.,FOSOL,1111305,13,1,11,5,6,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Staphylinidae,INCOSTA,1021700,17,1,2,0,4,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Tetramorium sp.,FOTET,1111351,13,1,11,51,4,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2014,Thomisidae,ARARATHO,5014500,45,5,1,0,4,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Acari,ARACA,5020000,0,5,2,0,10,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Aphididae,INHEAPH,1751500,15,1,75,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Apocrita,INHYAP,1115200,52,1,11,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Araeoschizus decipiens,TEAREDEC,1024649,46,1,2,49,2,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,197,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Blapstinus fortis,TEBLAFOR,1024648,46,1,2,48,5,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,3,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Calathus opaculus,CACALOPA,1025503,55,1,2,3,12,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Carabidae,INCOCAR,1025500,55,1,2,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Chrysomelidae,INCOCHR,1020900,9,1,2,0,2,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Collembola,INCL,1040000,0,1,4,0,7,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Crematogaster cerasi,FOCRECER,1111316,13,1,11,16,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Curculionidae,INCOCUR,1023100,31,1,2,0,2,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Dictynidae,ARARADIC,5012500,25,5,1,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Diptera,INDI,1060000,0,1,6,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Dorymyrmex sp.,FODOR,1111302,13,1,11,2,80,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Dysdera crocata,ARDYSCRO,5011402,14,5,1,2,2,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Elateridae,INCOELA,1020500,5,1,2,0,5,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Eleodes suturalis,TEELESUT,1024607,46,1,2,7,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Formica sp.,FOFOM,1111309,13,1,11,9,11,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Gnaphosidae,ARARAGNA,5011600,16,5,1,0,4,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Harpalus sp.,CAHAR,1025530,55,1,2,30,8,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Hymenoptera,INHY,1110000,0,1,11,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Lasius sp.,FOLAS,1111310,13,1,11,10,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Lepidoptera larva,LELEPLAR,1090001,0,1,9,1,13,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Lepismatidae,INZYLEP,1420200,2,1,42,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Lithobiomorpha,CHLIT,2020000,0,2,2,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Lizard,LIZ,9030100,1,9,3,0,2,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Lycosidae,ARARALYC,5012400,24,5,1,0,2,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Missing/no data,MISSING,.,.,.,.,.,0,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Monomorium sp.,FOMON,1111343,13,1,11,43,35,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Myrmecophilus sp.,INORMYR,1194001,40,1,19,1,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Notoxus sp.,INCONOTO,1024105,41,1,2,5,4,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Oribatida,ARACAORI,5020100,1,5,2,0,3,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Pardosa sp.,ARLYCPAR,5012404,24,5,1,4,3,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Pasimachus californicus,CAPASCAL,1025538,55,1,2,38,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Poecilus chalcites,CAPOECHA,1025502,55,1,2,2,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Pogonomyrmex occidentalis,FOPOGOCC,1111320,13,1,11,20,14,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Pogonomyrmex sp.,FOPOG,1111337,13,1,11,37,18,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Polyxenida,DIPOX,7030000,0,7,3,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Ponera sp.,INHYFOPO,1111355,13,1,11,55,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Porcellio laevis,PORLAE,6020101,1,6,2,1,2,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Pseudoscorpiones,ARPSE,5030000,0,5,3,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Pterostichus sp.,CAPTE,1025520,55,1,2,20,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Scarites subterraneus,SCASUB,1025546,55,1,2,46,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Scolopendra polymorpha,SCOPOL,2010201,2,2,1,1,3,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Selenophorus sp.,COCARSEL,1025536,55,1,2,36,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Staphylinidae,INCOSTA,1021700,17,1,2,0,3,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Tapinoma sessile,FOTAPSES,1111318,13,1,11,18,6,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Tetramorium sp.,FOTET,1111351,13,1,11,51,29,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Trachelas sp.,ARTRATRA,5018902,89,5,1,2,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Xysticus sp.,ARTHOXYS,5014502,45,5,1,2,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,Zelotes sp.,ARGNAZEL,5011604,16,5,1,4,2,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2016,.,NOCAP,0,0,0,0,0,0,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2017,Acari,ARACA,5020000,0,5,2,0,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2017,Aeolus mellillus,ELAEOMEL,1020502,5,1,2,2,3,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2017,Agonum decorum,CAAGODEC,1025517,55,1,2,17,3,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2017,Anthicidae,INCOANT,1024100,41,1,2,0,2,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2017,Armadillidium vulgare,ARMVUL,6020202,2,6,2,2,20,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2017,Bembidion sp.,CABEM,1025523,55,1,2,23,3,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2017,Blapstinus pimalis,TEBLAPIM,1024650,46,1,2,50,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2017,Callilepis sp.,ARGNACAL,5011617,16,5,1,17,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
29,2017,Ceuthophilus sp.,RHCEU,1190903,9,1,19,3,1,Albuquerque Overbank Project,35.0452081969,-106.665732215
