Site name,Year,Month,Mean percent defoliation,Mean percent refoliation,Mean percent brown defoliation,Mean percent yellow defoliation,Mean percent dead canopy,Mean percent flowering,ym_date,Monthly sum TLB adults,Monthly sum TLB early larvae,Monthly sum TLB late larvae,Monthly sum TLB TLB egg masses,Monthly sum Weevil adults,Monthly sum Weevil larvae,Monthly sum Weevil casings,Monthly sum Leafhoppers,Monthly sum Spiders,Monthly sum Lady Bugs,Monthly sum Ants,Site number,Latitude,Longitude
Route 66,2020,6,6.4,0,1.2,5.2,22,NA,2020-06-18,0,1,2,0,2,0,0,13,2,0,29,20,35.1006408,-106.6914783
Route 66,2020,7,15.6,0,3.6,12,20.4,NA,2020-07-29,4,4,5,1,0,0,2,49,4,0,26,20,35.1006408,-106.6914783
Route 66,2020,8,4,0.4,2,2,8.8,NA,2020-08-18,0,3,0,0,0,0,0,5,0,0,4,20,35.1006408,-106.6914783
Route 66,2020,9,12.4,0,3.6,8.8,28,NA,2020-09-23,0,0,0,0,0,0,0,1,1,0,2,20,35.1006408,-106.6914783
Route 66,2021,5,0.4,2,0,0.4,12.4,3.6,2021-05-17,0,1,0,0,0,3,1,0,2,0,0,20,35.1006408,-106.6914783
Route 66,2021,6,0.4,2,0,0.4,12.4,3.6,2021-06-18,0,0,0,0,0,3,1,0,2,0,0,20,35.1006408,-106.6914783
Route 66,2021,7,7.2,0.4,1.6,5.6,14,12,2021-07-20,5,200,20,0,1,0,0,3,2,0,15,20,35.1006408,-106.6914783
Route 66,2021,8,52.4,8.4,46,6.4,36,10.4,2021-08-17,49,0,1,0,0,0,0,4,5,0,12,20,35.1006408,-106.6914783
Route 66,2021,9,28.8,8,24.4,4.4,18,0.8,2021-09-23,1,0,0,1,0,0,0,6,2,0,12,20,35.1006408,-106.6914783
Route 66,2022,5,5.6,0.4,4,1.6,14,18,2022-05-18,5,1,0,0,0,0,0,11,2,0,1,20,35.1006408,-106.6914783
Route 66,2022,7,9,0.2,6.4,2.6,16,8,2022-07-07,5,0,1,0,0,0,0,8,0,0,7,20,35.1006408,-106.6914783
Route 66,2022,7,9,0.2,6.4,2.6,16,8,2022-07-19,1,10,0,1,1,0,0,13,1,0,10,20,35.1006408,-106.6914783
Route 66,2022,8,14,2,8.8,5.2,18,4.4,2022-08-22,0,3,0,0,0,0,1,21,1,0,11,20,35.1006408,-106.6914783
Route 66,2022,9,21.6,0,5.2,16.4,18.4,0,2022-09-22,0,0,0,0,0,0,0,9,3,0,5,20,35.1006408,-106.6914783
Route 66,2023,5,7.2,0,6.8,0.4,22,46,2023-05-17,1,0,0,0,0,0,0,1,1,0,1,20,35.1006408,-106.6914783
Route 66,2023,6,4,0,2,2,18,22,2023-06-21,0,1,0,0,0,0,0,4,2,0,3,20,35.1006408,-106.6914783
Route 66,2023,7,5.6,0,2,3.6,16,12.8,2023-07-20,0,0,0,0,1,0,0,4,2,0,8,20,35.1006408,-106.6914783
Route 66,2023,8,7.2,0,2,5.2,16.4,4.8,2023-08-16,0,0,0,0,0,0,0,13,1,0,27,20,35.1006408,-106.6914783
Route 66,2024,5,1.2,0,1.2,0,20.4,17.2,2024-05-21,0,0,0,0,0,0,0,1,0,0,3,20,35.1006408,-106.6914783
Route 66,2024,6,2.8,0,1.6,1.2,16.4,24.4,2024-06-18,1,0,1,0,0,0,0,2,6,0,5,20,35.1006408,-106.6914783
Route 66,2024,7,3.6,0,1.6,2,12.8,11.2,2024-07-18,3,1,0,0,0,0,0,7,0,0,3,20,35.1006408,-106.6914783
Route 66,2024,8,4,0,2,2,20,3.6,2024-08-22,2,0,0,0,0,0,0,4,0,0,3,20,35.1006408,-106.6914783
Route 66,2025,5,2,0,2,0,16.8,10.8,2025-05-20,0,0,0,0,0,0,0,1,0,0,2,20,35.1006408,-106.6914783
Route 66,2025,6,4,0,2,2,12.8,24,2025-06-20,0,1,4,0,0,0,0,1,0,1,15,20,35.1006408,-106.6914783
Route 66,2025,7,19.6,0,1.2,18.4,16,22.8,2025-07-14,13,0,0,0,0,0,0,15,3,1,8,20,35.1006408,-106.6914783
Route 66,2025,8,28.4,0,26.4,2,10.8,3.2,2025-08-22,1,0,0,0,0,0,1,15,1,35,12,20,35.1006408,-106.6914783
San Cristobal,2020,6,3.2,0,1.2,2,16.4,NA,2020-06-16,0,1,0,0,0,0,0,47,2,0,4,NA,NA,NA
San Cristobal,2020,7,9.2,0,1.6,7.6,8.8,NA,2020-07-21,0,1,0,0,1,3,0,35,3,0,18,NA,NA,NA
San Cristobal,2020,8,18,0,3.6,14.4,10.4,NA,2020-08-19,0,0,0,0,2,0,0,349,1,0,3,NA,NA,NA
San Cristobal,2020,9,30,0,2,28,20,NA,2020-09-16,0,0,0,0,0,0,0,8,1,0,9,NA,NA,NA
San Cristobal,2021,8,5.6,0,2,3.6,7.2,22.4,2021-08-10,1,0,0,0,1,0,0,26,1,0,25,NA,NA,NA
San Cristobal,2021,9,22.8,0,4.8,18,14.4,10.8,2021-09-20,0,0,0,0,1,1,2,88,2,1,13,NA,NA,NA
San Jose,2016,5,4,0,NA,NA,NA,NA,2016-05-19,1,0,0,0,0,1,0,3,1,0,1,31,35.012375,-106.6728
San Jose,2016,6,5,0,NA,NA,NA,NA,2016-06-24,0,3,4,0,0,0,0,29,2,0,1,31,35.012375,-106.6728
San Jose,2016,7,10,0,NA,NA,NA,NA,2016-07-22,4,2,0,1,0,0,0,8,3,0,0,31,35.012375,-106.6728
San Jose,2016,8,22,0,NA,NA,NA,NA,2016-08-16,0,0,0,0,0,0,0,17,1,0,0,31,35.012375,-106.6728
San Jose,2017,5,0,0,0,0,6,NA,2017-05-17,0,0,0,0,0,0,0,1,0,0,0,31,35.012375,-106.6728
San Jose,2017,6,8,0,4,4,NA,NA,2017-06-19,0,0,0,0,0,1,0,5,0,0,0,31,35.012375,-106.6728
San Jose,2017,7,16,0,8,8,NA,NA,2017-07-17,0,4,0,0,0,0,0,4,5,0,0,31,35.012375,-106.6728
San Jose,2017,8,20,0,10,10,NA,NA,2017-08-14,0,0,0,0,0,0,2,11,2,0,3,31,35.012375,-106.6728
Sanchez,2017,6,18,0,12,6,NA,NA,2017-06-23,4,0,5,0,3,0,0,21,3,0,3,NA,34.43606,-106.45099
Sanchez,2017,7,32,0,22,10,NA,NA,2017-07-21,46,7,11,0,2,4,0,52,5,0,10,NA,34.43606,-106.45099
Sanchez,2017,8,26,0,14,12,NA,NA,2017-08-28,22,9,8,1,6,0,0,136,0,0,10,NA,34.43606,-106.45099
Sandia,2016,5,5,0,NA,NA,NA,NA,2016-05-20,1,0,0,1,0,1,0,8,0,0,2,32,35.255,-106.5907
Sandia,2016,6,5,0,NA,NA,NA,NA,2016-06-23,0,0,8,0,0,1,1,40,1,0,5,32,35.255,-106.5907
Sandia,2016,7,7,0,NA,NA,NA,NA,2016-07-21,13,34,11,0,0,0,0,73,4,0,1,32,35.255,-106.5907
Sandia,2016,8,38,0,NA,NA,NA,NA,2016-08-19,84,0,9,0,0,0,0,12,0,0,7,32,35.255,-106.5907
Sandia,2017,5,16,0,6,10,10,NA,2017-05-18,3,0,0,0,0,1,0,12,1,0,2,32,35.255,-106.5907
Sandia,2017,6,0,0,0,0,NA,NA,2017-06-19,0,1,1,0,0,0,1,12,4,0,8,32,35.255,-106.5907
Sandia,2017,7,26,0,10,16,NA,NA,2017-07-17,83,37,12,6,1,3,3,52,3,0,23,32,35.255,-106.5907
Sandia,2017,8,6,0,6,0,NA,NA,2017-08-18,30,0,3,0,0,0,0,33,3,0,24,32,35.255,-106.5907
Sandia,2018,5,0,0,0,0,1,NA,2018-05-17,0,0,0,0,1,1,0,3,0,0,0,32,35.255,-106.5907
Sandia,2018,6,10,10,2,8,2,NA,2018-06-22,28,1,7,0,2,2,0,10,3,0,5,32,35.255,-106.5907
Sandia,2018,7,36,0,18,18,14,NA,2018-07-20,25,67,205,10,4,1,0,112,5,0,8,32,35.255,-106.5907
Sandia,2018,8,14,6,14,0,12,NA,2018-08-24,11,0,0,2,6,0,0,5,0,0,7,32,35.255,-106.5907
Sandia,2018,9,10,22,10,0,12,NA,2018-09-19,0,0,0,0,0,0,0,15,2,0,5,32,35.255,-106.5907
Sandia,2019,5,0,0,0,0,1.2,NA,2019-05-23,3,1,0,0,0,0,0,32,0,0,3,32,35.255,-106.5907
Sandia,2019,6,0,0,0,0,0,NA,2019-06-17,0,11,10,0,0,0,0,30,3,0,4,32,35.255,-106.5907
Sandia,2019,7,2.8,0,1.2,1.6,0,NA,2019-07-15,14,2,0,0,0,2,0,10,4,0,1,32,35.255,-106.5907
Sandia,2019,8,3.6,0,1.6,2,0.8,NA,2019-08-23,0,1,0,1,0,0,1,26,2,1,6,32,35.255,-106.5907
Sandia,2019,9,10.4,0.4,1.2,9.2,0.8,NA,2019-09-16,0,0,0,0,0,0,0,16,12,0,23,32,35.255,-106.5907
Sandia,2021,5,0.4,0,0,0.4,4.8,16.8,2021-05-19,3,0,0,0,0,5,1,0,0,0,4,32,35.255,-106.5907
Sandia,2021,6,0,0,0,0,0,54,2021-06-17,0,4,4,0,2,1,0,1,1,0,2,32,35.255,-106.5907
Sandia,2021,7,0.4,0,0,0.4,14.4,30.4,2021-07-23,27,0,0,0,0,0,0,1,0,0,5,32,35.255,-106.5907
Sandia,2021,8,20.4,0,16,4.4,8.8,38,2021-08-18,49,1,8,0,1,0,0,2,3,0,14,32,35.255,-106.5907
Santa Ana,2014,5,NA,NA,NA,NA,NA,NA,2014-05-21,2,0,0,0,0,0,0,0,0,0,0,5,35.34284,-106.5458
Santa Ana,2014,7,5,NA,NA,NA,NA,NA,2014-07-15,20,2,2,0,0,0,0,0,0,0,0,5,35.34284,-106.5458
Santa Ana,2015,5,0,NA,NA,NA,NA,NA,2015-05-18,1,0,0,0,1,0,0,0,0,0,0,5,35.34284,-106.5458
Santa Ana,2015,6,1,NA,NA,NA,NA,NA,2015-06-15,1,4,0,0,0,0,0,23,1,0,0,5,35.34284,-106.5458
Santa Ana,2015,7,5.4,NA,NA,NA,NA,NA,2015-07-20,6,0,0,3,0,0,0,11,2,0,1,5,35.34284,-106.5458
Santa Ana,2015,8,9.4,NA,NA,NA,NA,NA,2015-08-18,0,1,0,1,0,0,0,93,2,0,4,5,35.34284,-106.5458
Santa Ana,2016,5,24,0,NA,NA,NA,NA,2016-05-20,3,0,0,0,0,1,0,0,0,0,0,5,35.34284,-106.5458
Santa Ana,2016,6,24,0,NA,NA,NA,NA,2016-06-23,0,0,1,0,0,0,0,7,2,0,0,5,35.34284,-106.5458
Santa Ana,2016,7,26,0,NA,NA,NA,NA,2016-07-21,9,20,12,6,1,0,0,6,3,0,0,5,35.34284,-106.5458
Santa Ana,2016,8,25,0,NA,NA,NA,NA,2016-08-19,75,7,2,3,1,0,0,21,8,0,2,5,35.34284,-106.5458
Santa Ana,2017,5,0,0,0,0,8,NA,2017-05-14,0,0,0,0,0,0,0,1,3,0,0,5,35.34284,-106.5458
Santa Ana,2017,6,6,0,4,2,NA,NA,2017-06-19,1,0,0,0,0,0,0,5,2,0,5,5,35.34284,-106.5458
Santa Ana,2017,7,6,0,2,4,NA,NA,2017-07-17,18,9,3,4,0,0,0,3,2,0,4,5,35.34284,-106.5458
Santa Ana,2017,8,16,0,16,0,NA,NA,2017-08-18,76,4,2,0,0,1,0,8,3,0,3,5,35.34284,-106.5458
Santo Domingo,2014,6,NA,NA,NA,NA,NA,NA,2014-06-18,11,43,82,3,9,0,1,11,2,0,2,24,35.50989,-106.3896
Santo Domingo,2014,7,35.2,NA,NA,NA,NA,NA,2014-07-16,195,47,22,11,18,0,3,15,12,0,14,24,35.50989,-106.3896
Santo Domingo,2014,8,NA,NA,NA,NA,NA,NA,2014-08-20,38,21,34,2,61,0,19,355,7,0,18,24,35.50989,-106.3896
Santo Domingo,2015,5,1.4,NA,NA,NA,NA,NA,2015-05-18,4,0,0,0,0,11,2,3,4,0,4,24,35.50989,-106.3896
Santo Domingo,2015,6,1,NA,NA,NA,NA,NA,2015-06-15,2,16,0,1,0,7,0,33,0,0,3,24,35.50989,-106.3896
Santo Domingo,2015,7,14,NA,NA,NA,NA,NA,2015-07-20,6,0,0,1,0,0,1,28,5,0,15,24,35.50989,-106.3896
Santo Domingo,2015,8,24,NA,NA,NA,NA,NA,2015-08-18,0,1,2,0,1,0,0,131,8,0,19,24,35.50989,-106.3896
Santo Domingo,2016,5,5,0,NA,NA,NA,NA,2016-05-20,1,0,0,0,0,0,0,3,1,0,7,24,35.50989,-106.3896
Santo Domingo,2016,6,5,0,NA,NA,NA,NA,2016-06-23,0,1,0,0,0,0,0,27,5,0,5,24,35.50989,-106.3896
Santo Domingo,2016,7,12,0,NA,NA,NA,NA,2016-07-21,5,0,0,0,0,0,0,6,13,0,27,24,35.50989,-106.3896
Santo Domingo,2016,8,0,0,NA,NA,NA,NA,2016-08-19,0,0,0,0,3,0,0,60,8,0,38,24,35.50989,-106.3896
Santo Domingo,2017,5,0,0,0,0,0,NA,2017-05-16,6,0,0,0,0,4,0,2,6,0,1,24,35.50989,-106.3896
Santo Domingo,2017,6,4,0,2,2,NA,NA,2017-06-19,0,2,0,1,0,2,0,22,6,0,6,24,35.50989,-106.3896
Santo Domingo,2017,7,20,0,10,10,NA,NA,2017-07-17,94,1,0,9,2,1,0,26,20,0,36,24,35.50989,-106.3896
Santo Domingo,2017,8,14,0,10,4,NA,NA,2017-08-18,1,0,0,0,0,0,0,34,4,0,24,24,35.50989,-106.3896
Santo Domingo,2018,5,0,0,0,0,35,NA,2018-05-18,0,0,0,0,0,6,0,2,3,0,8,24,35.50989,-106.3896
Santo Domingo,2018,6,0,0,0,0,14,NA,2018-06-22,0,1,3,0,0,1,0,3,4,0,5,24,35.50989,-106.3896
Santo Domingo,2018,7,2,0,0,2,32,NA,2018-07-20,6,272,14,5,2,0,0,10,8,0,11,24,35.50989,-106.3896
Santo Domingo,2018,8,58,0,56,2,56,NA,2018-08-20,31,0,1,15,1,0,0,1,1,0,0,24,35.50989,-106.3896
Santo Domingo,2019,5,2,0,0,2,42.4,NA,2019-05-24,1,0,0,0,0,9,0,1,2,0,2,24,35.50989,-106.3896
Santo Domingo,2019,6,1.2,0.4,0.4,0.8,38,NA,2019-06-17,1,18,2,0,0,0,0,6,3,0,0,24,35.50989,-106.3896
Santo Domingo,2019,7,8.4,2,6.4,2,26.8,NA,2019-07-15,14,2,3,1,0,0,0,5,2,0,6,24,35.50989,-106.3896
Santo Domingo,2019,8,16.4,0,11.2,5.2,32.8,NA,2019-08-23,0,3,0,0,2,1,0,74,9,0,16,24,35.50989,-106.3896
Santo Domingo,2022,6,3.6,0,1.2,2,24.4,66,2022-06-30,0,2,5,0,6,1,0,14,7,0,15,24,35.50989,-106.3896
Santo Domingo,2022,7,7.2,0,0.4,6.8,16,8.8,2022-07-21,0,2,0,0,0,0,0,13,6,0,4,24,35.50989,-106.3896
Santo Domingo,2022,8,12.4,0,7.2,5.2,22.4,4.4,2022-08-17,1,5,8,0,0,0,0,36,11,0,4,24,35.50989,-106.3896
Santo Domingo,2023,5,3.6,0,3.2,0.4,22.4,24,2023-05-18,1,0,0,0,0,1,0,1,0,0,9,24,35.50989,-106.3896
Savannah,2014,5,NA,NA,NA,NA,NA,NA,2014-05-22,14,0,0,5,0,1,0,0,0,0,4,6,35.14285294,-106.6819814
Savannah,2016,5,0,0,NA,NA,NA,NA,2016-05-16,0,0,0,0,0,0,0,1,1,0,0,6,35.14285294,-106.6819814
Savannah,2016,6,0,0,NA,NA,NA,NA,2016-06-20,0,2,2,1,0,0,0,23,1,0,0,6,35.14285294,-106.6819814
Savannah,2016,7,9,0,NA,NA,NA,NA,2016-07-18,27,5,1,1,1,0,0,5,2,0,3,6,35.14285294,-106.6819814
Savannah,2016,8,90,0,NA,NA,NA,NA,2016-08-17,2,0,1,0,0,0,0,28,8,0,6,6,35.14285294,-106.6819814
Savannah,2017,5,0,0,0,0,38,NA,2017-05-19,0,0,0,0,0,0,0,3,0,0,0,6,35.14285294,-106.6819814
Savannah,2017,6,16,0,8,8,NA,NA,2017-06-22,0,0,0,0,0,0,0,3,0,0,4,6,35.14285294,-106.6819814
Savannah,2017,7,22,0,12,10,NA,NA,2017-07-22,0,1,0,0,0,0,0,15,2,0,2,6,35.14285294,-106.6819814
Savannah,2017,8,28,0,18,10,NA,NA,2017-08-18,0,0,0,0,0,0,2,29,1,0,9,6,35.14285294,-106.6819814
Savannah,2018,5,0,4,0,0,22,NA,2018-05-15,0,0,0,0,0,0,0,0,0,0,0,6,35.14285294,-106.6819814
Savannah,2018,6,3,16,0,3,23,NA,2018-06-18,0,0,0,0,0,0,0,1,0,0,3,6,35.14285294,-106.6819814
Savannah,2018,7,2,0,0,2,22,NA,2018-07-18,0,0,0,1,0,0,0,10,3,0,6,6,35.14285294,-106.6819814
Savannah,2018,8,10,14,4,6,28,NA,2018-08-21,1,0,0,0,1,0,0,12,0,0,1,6,35.14285294,-106.6819814
Savannah,2019,5,0,10,0,0,23,NA,2019-05-20,0,0,0,0,0,0,0,1,1,0,0,6,35.14285294,-106.6819814
Savannah,2019,6,0.4,6.4,0,0.4,18,NA,2019-06-18,0,0,0,0,0,0,0,18,0,0,1,6,35.14285294,-106.6819814
Savannah,2019,7,4,0.4,2.8,1.2,8.4,NA,2019-07-18,0,0,0,0,0,1,1,35,2,0,8,6,35.14285294,-106.6819814
Savannah,2019,8,8.8,0,6.8,2,6.8,NA,2019-08-21,0,0,0,0,0,0,0,148,5,0,1,6,35.14285294,-106.6819814
Savannah,2020,5,0,0,0,0,30,NA,2020-05-20,0,0,0,0,0,2,0,5,2,0,4,6,35.14285294,-106.6819814
Savannah,2020,6,6.8,0,3.2,3.6,24,NA,2020-06-18,0,2,0,0,0,0,0,11,2,0,3,6,35.14285294,-106.6819814
Savannah,2020,7,8.8,0,3.6,5.2,22,NA,2020-07-23,1,0,0,0,0,0,0,38,2,0,13,6,35.14285294,-106.6819814
Savannah,2020,8,54,0,32,22,38,NA,2020-08-18,0,3,0,0,0,0,1,32,2,0,15,6,35.14285294,-106.6819814
Savannah,2021,5,0,0,0,0,36,12,2021-05-20,0,0,0,0,0,1,0,0,0,0,0,6,35.14285294,-106.6819814
Savannah,2021,6,1.6,0,0,1.6,36,10.8,2021-06-16,0,0,1,0,0,0,0,0,1,0,16,6,35.14285294,-106.6819814
Savannah,2021,7,6.4,0,1.2,5.2,32,12.4,2021-07-20,2,1,0,0,0,0,0,0,0,0,4,6,35.14285294,-106.6819814
Savannah,2021,8,10.4,0,2.8,6.8,16,5.2,2021-08-18,2,1,6,0,0,2,0,11,2,0,10,6,35.14285294,-106.6819814
Savannah,2022,5,1.6,0,0,1.6,22,8.4,2022-05-19,0,0,0,0,0,2,0,18,2,0,8,6,35.14285294,-106.6819814
Savannah,2022,7,5.6,0,2,3.6,22,10.4,2022-07-06,0,0,0,0,0,4,0,8,1,0,2,6,35.14285294,-106.6819814
Savannah,2022,7,5.6,0,2,3.6,22,10.4,2022-07-21,0,0,0,0,0,0,0,17,2,0,2,6,35.14285294,-106.6819814
Savannah,2022,8,12,0,5.2,6.8,24,2.4,2022-08-22,0,1,0,0,0,0,0,29,1,0,11,6,35.14285294,-106.6819814
Savannah,2023,5,0,0,0,0,20,16,2023-05-15,0,0,0,0,0,0,0,5,0,0,6,6,35.14285294,-106.6819814
Savannah,2023,6,4,0,2,2,26,26,2023-06-21,0,0,0,0,0,0,0,12,2,0,0,6,35.14285294,-106.6819814
Savannah,2023,7,4,0,2,2,30,14.8,2023-07-18,0,1,0,0,1,0,0,3,0,0,5,6,35.14285294,-106.6819814
Savannah,2023,8,21.2,0,5.2,16,16,4.8,2023-08-14,0,0,0,0,0,0,0,68,1,0,5,6,35.14285294,-106.6819814
Sevilleta,2014,6,0,NA,NA,NA,NA,NA,2014-06-17,0,0,0,0,0,0,0,4,0,0,1,14,34.25834233,-106.8831845
Sevilleta,2014,7,0,NA,NA,NA,NA,NA,2014-07-16,0,0,0,0,0,0,0,5,3,0,0,14,34.25834233,-106.8831845
Sevilleta,2014,8,NA,NA,NA,NA,NA,NA,2014-08-18,0,0,0,0,0,1,0,4,1,0,0,14,34.25834233,-106.8831845
Sevilleta,2015,5,0,NA,NA,NA,NA,NA,2015-05-19,0,0,0,0,1,0,0,0,1,0,0,14,34.25834233,-106.8831845
Sevilleta,2015,6,1,NA,NA,NA,NA,NA,2015-06-17,0,0,0,0,0,0,0,11,2,0,2,14,34.25834233,-106.8831845
Sevilleta,2015,7,6,NA,NA,NA,NA,NA,2015-07-22,0,0,0,0,0,0,0,2,2,0,1,14,34.25834233,-106.8831845
Sevilleta,2015,8,10,NA,NA,NA,NA,NA,2015-08-17,0,0,0,0,0,1,0,41,2,0,0,14,34.25834233,-106.8831845
Sevilleta,2016,5,0,0,NA,NA,NA,NA,2016-05-16,0,0,0,0,0,0,0,0,2,0,3,14,34.25834233,-106.8831845
Sevilleta,2016,6,0,0,NA,NA,NA,NA,2016-06-22,0,0,1,0,0,0,0,7,3,0,3,14,34.25834233,-106.8831845
Sevilleta,2016,7,80,0,NA,NA,NA,NA,2016-07-20,3,1,68,10,1,0,1,0,1,0,2,14,34.25834233,-106.8831845
Sevilleta,2016,8,100,0,NA,NA,NA,NA,2016-08-17,7,0,0,5,4,0,0,0,1,0,0,14,34.25834233,-106.8831845
Sevilleta,2017,5,2,0,0,2,42,NA,2017-05-15,0,0,0,0,0,0,2,0,1,0,0,14,34.25834233,-106.8831845
Sevilleta,2017,6,46,6,44,2,NA,NA,2017-06-22,0,0,37,8,0,0,3,0,1,0,3,14,34.25834233,-106.8831845
Sevilleta,2017,7,42,0,42,0,NA,NA,2017-07-17,9,1,2,0,3,0,2,2,1,0,2,14,34.25834233,-106.8831845
Sevilleta,2017,8,38,0,38,0,NA,NA,2017-08-14,4,3,0,0,0,0,0,1,0,0,4,14,34.25834233,-106.8831845
Sevilleta,2018,5,0,0,0,0,26,NA,2018-05-17,0,0,0,1,1,0,0,0,0,0,2,14,34.25834233,-106.8831845
Sevilleta,2018,6,0,4,0,0,36,NA,2018-06-21,0,0,1,0,0,0,0,6,0,0,1,14,34.25834233,-106.8831845
Sevilleta,2018,7,4,4,4,0,34,NA,2018-07-17,0,10,40,0,0,0,0,10,1,0,2,14,34.25834233,-106.8831845
Sevilleta,2018,8,74,0,74,0,60,NA,2018-08-23,4,6,1,0,1,0,1,7,0,0,0,14,34.25834233,-106.8831845
Sevilleta,2019,5,0.4,2,0.4,0,48,NA,2019-05-24,0,0,0,0,0,0,0,0,1,0,2,14,34.25834233,-106.8831845
Sevilleta,2019,6,2,2.4,0.8,1.2,38,NA,2019-06-20,0,5,9,0,0,0,0,3,4,0,2,14,34.25834233,-106.8831845
Sevilleta,2019,7,28.8,0,18,10.8,27,NA,2019-07-19,5,122,15,0,0,0,0,6,3,0,0,14,34.25834233,-106.8831845
Sevilleta,2019,8,74,1.6,74,0,30,NA,2019-08-19,0,77,1,4,1,0,2,2,4,0,0,14,34.25834233,-106.8831845
Sevilleta,2020,5,4.8,0,4.8,0,56,NA,2020-05-22,1,12,0,0,0,0,0,1,1,0,1,14,34.25834233,-106.8831845
Sevilleta,2020,6,53.2,0.8,52.4,0.8,68,NA,2020-06-17,1748,25,3,2,1,0,2,3,0,0,0,14,34.25834233,-106.8831845
Sevilleta,2020,7,18,0,10.8,7.2,70,NA,2020-07-24,0,0,1,0,1,2,2,1,2,0,2,14,34.25834233,-106.8831845
Sevilleta,2020,8,2.4,14.8,2,0.4,76,NA,2020-08-24,0,0,0,0,0,0,4,0,0,0,2,14,34.25834233,-106.8831845
Sevilleta,2020,9,2,55,1.5,0.5,52.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,34.25834233,-106.8831845
Sevilleta,2021,5,0,0,0,0,50,0.4,2021-05-20,1,0,0,0,0,0,0,1,2,0,0,14,34.25834233,-106.8831845
Sevilleta,2021,6,2.8,0,2,0.8,54,0,2021-06-18,0,0,0,0,0,0,0,0,1,0,0,14,34.25834233,-106.8831845
Sevilleta,2021,7,6.4,0.8,3.2,3.2,44,0.8,2021-07-23,0,0,1,0,0,0,0,1,1,0,4,14,34.25834233,-106.8831845
Sevilleta,2021,8,16,0,5.6,10.4,64,0.4,2021-08-18,7,2,2,0,0,0,0,5,2,0,4,14,34.25834233,-106.8831845
Sevilleta,2021,9,29.2,0,26,3.2,42,0,2021-09-22,1,0,0,0,0,0,0,8,1,0,6,14,34.25834233,-106.8831845
Sevilleta,2022,5,2,0,1.6,0.4,36,4.8,2022-05-17,1,1,0,0,0,0,0,0,2,0,1,14,34.25834233,-106.8831845
Sevilleta,2022,6,93.33333333333333,0,91.66666666666667,1.6666666666666667,27,0,2022-06-24,18,35,0,0,0,0,1,0,2,0,2,14,34.25834233,-106.8831845
Sevilleta,2022,7,30,4.4,28,2,28,0,2022-07-19,1,0,0,0,0,0,0,0,0,0,0,14,34.25834233,-106.8831845
Sevilleta,2022,8,19.2,0,16.4,2.8,40,0,2022-08-26,0,0,1,0,2,2,3,8,4,0,0,14,34.25834233,-106.8831845
Sevilleta,2022,9,16.8,0.4,13.2,3.6,22,0,2022-09-22,0,0,0,0,0,0,0,12,0,0,0,14,34.25834233,-106.8831845
Sevilleta,2023,5,6.4,0,5.2,1.2,32,0.8,2023-05-18,0,0,0,0,0,0,0,13,1,0,1,14,34.25834233,-106.8831845
Sevilleta,2023,6,16,0,3.6,12.4,14.4,0.4,2023-06-20,0,0,0,0,0,0,0,75,4,0,0,14,34.25834233,-106.8831845
Sevilleta,2023,7,8.8,0,5.2,3.6,44,4.4,2023-07-21,0,0,0,0,0,0,0,9,4,0,0,14,34.25834233,-106.8831845
Sevilleta,2023,8,13.6,0.4,5.2,8.4,20.4,2.4,2023-08-16,0,0,0,0,0,0,0,16,2,0,4,14,34.25834233,-106.8831845
Sevilleta,2023,9,15.6,0,8.4,7.2,40,0,2023-09-18,0,0,0,0,0,0,0,1,4,0,6,14,34.25834233,-106.8831845
Sevilleta,2024,5,2,0,2,0,40,8,2024-05-20,0,0,0,0,0,1,0,0,4,0,0,14,34.25834233,-106.8831845
Sevilleta,2024,6,2.4,0,1.6,0.8,28,5.2,2024-06-17,0,0,0,0,0,0,0,2,2,0,0,14,34.25834233,-106.8831845
Sevilleta,2024,7,5.6,0,3.6,2,28,8,2024-07-17,1,4,0,0,0,1,0,1,5,0,1,14,34.25834233,-106.8831845
Sevilleta,2024,8,88.4,1.6,88,0.4,50,0.8,2024-08-21,4,0,0,0,0,0,0,0,0,0,1,14,34.25834233,-106.8831845
Sevilleta,2024,9,38,48.4,38,0,34,0.4,2024-09-16,0,0,0,0,0,0,0,0,0,0,0,14,34.25834233,-106.8831845
Sevilleta,2025,5,1.2,0,1.2,0,40,0,2025-05-19,1,0,0,0,0,0,0,0,1,0,0,14,34.25834233,-106.8831845
Sevilleta,2025,6,2.8,0,2,0.8,24,0.4,2025-06-17,0,0,1,0,0,0,0,3,1,0,1,14,34.25834233,-106.8831845
Sevilleta,2025,7,3.6,0,2,1.6,20.4,0.8,2025-07-18,0,2,0,0,0,0,0,2,0,0,2,14,34.25834233,-106.8831845
Sevilleta,2025,8,7.2,0,5.2,2,18.4,6.4,2025-08-22,1,0,0,0,0,0,0,5,1,0,1,14,34.25834233,-106.8831845
Sevilleta,2025,9,16,4.8,8.8,7.2,14.4,0,2025-09-19,0,1,0,0,0,0,0,3,0,0,0,14,34.25834233,-106.8831845
State Land Office,2015,5,1.4,NA,NA,NA,NA,NA,2015-05-20,0,0,0,1,0,1,1,3,8,0,0,30,34.96785,-106.6856
