"Year","Month","Site number","Site name","Precipitation canopy mm","Precipitation open mm","Monthly mean precipitation mm","Latitude","Longitude","Reaches","Season"
2018,11,19,"Reynolds Forest",27,35,31,34.6576114622675,-106.739436295579,"Isleta Reach","Winter"
2018,11,20,"Route 66",NA,NA,NA,35.1006512603,-106.691932797,"Angostura Reach","Winter"
2018,11,21,"Badger",39,50,44.5,35.1955715759,-106.641632737,"Angostura Reach","Winter"
2018,11,22,"Bobcat",32,43,37.5,35.2010747789,-106.641162297,"Angostura Reach","Winter"
2018,11,23,"BioPark",35,48,41.5,35.0799846256,-106.669723455,"Angostura Reach","Winter"
2018,11,24,"Santo Domingo",25,50,37.5,35.50989,-106.3896,"Cochiti Reach","Winter"
2018,11,25,"Crawford",1.5,37,19.25,34.637561057629,-106.74347269011,"Isleta Reach","Winter"
2018,11,26,"Mesilla",21,39,30,32.248328,-106.821014,"South of San Marcial Reach","Winter"
2018,11,27,"Bosque Farm",NA,NA,NA,34.8477697505695,-106.714997116643,"Isleta Reach","Winter"
2018,11,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Winter"
2018,11,29,"Albuquerque Overbank Project",17,42,29.5,35.0452081969,-106.665732215,"Angostura Reach","Winter"
2018,11,30,"State Land Office",29,29,29,34.9679188689,-106.685667747,"Angostura Reach","Winter"
2018,11,31,"San Jose",20,18,19,35.0124335977,-106.672728518,"Angostura Reach","Winter"
2018,11,32,"Sandia",11,3,7,35.255,-106.5907,"Angostura Reach","Winter"
2018,11,33,"Bosque del Apache",17,22.5,19.75,33.8196650872,-106.854014975,"San Acacia Reach","Winter"
2018,12,1,"Alameda",2.3,4,3.15,35.1880598884,-106.646949118,"Angostura Reach","Winter"
2018,12,2,"Rio Grande Nature Center",3,3.5,3.25,35.1267624154,-106.688450012,"Angostura Reach","Winter"
2018,12,3,"Los Lunas",1,1.5,1.25,34.8123850767529,-106.714471968474,"Isleta Reach","Winter"
2018,12,4,"Belen",1,2,1.5,34.6481124155284,-106.737727748983,"Isleta Reach","Winter"
2018,12,5,"Santa Ana",3.5,4,3.75,35.34284,-106.5458,"Angostura Reach","Winter"
2018,12,6,"Savannah",1.5,5,3.25,35.1428674147,-106.681982289,"Angostura Reach","Winter"
2018,12,7,"Lemitar",0,0,0,34.1670457032,-106.889953039,"San Acacia Reach","Winter"
2018,12,8,"Hispanic Cultural Center",1,2.5,1.75,35.0688083802,-106.65807622,"Angostura Reach","Winter"
2018,12,9,"Ohkay Owingeh",NA,NA,NA,36.0618,-106.0761,"Cochiti Reach","Winter"
2018,12,10,"Diversion",2.5,4.5,3.5,35.1916189224,-106.643382687,"Angostura Reach","Winter"
2018,12,11,"Calabacillas",1.5,4,2.75,35.1946222612,-106.646350963,"Angostura Reach","Winter"
2018,12,12,"Minnow",1,6,3.5,35.1972256042,-106.644122231,"Angostura Reach","Winter"
2018,12,13,"Harrison",0.5,15,7.75,35.0150622305,-106.673722917,"Angostura Reach","Winter"
2018,12,14,"Sevilleta",0,0,0,34.2586573236,-106.883372761,"San Acacia Reach","Winter"
2018,12,15,"Valencia Cleared",1,4.5,2.75,34.6486505386211,-106.739180486447,"Isleta Reach","Winter"
2018,12,16,"Valencia Forest",4,9,6.5,34.6472147233729,-106.738922864063,"Isleta Reach","Winter"
2018,12,17,"Montano",1.5,4.5,3,35.1452628545,-106.680332705,"Angostura Reach","Winter"
2018,12,18,"Reynolds Cleared",0,0,0,34.6567454384498,-106.738602216398,"Isleta Reach","Winter"
2018,12,19,"Reynolds Forest",0,0,0,34.6576114622675,-106.739436295579,"Isleta Reach","Winter"
2018,12,20,"Route 66",1,3,2,35.1006512603,-106.691932797,"Angostura Reach","Winter"
2018,12,21,"Badger",1,4,2.5,35.1955715759,-106.641632737,"Angostura Reach","Winter"
2018,12,22,"Bobcat",2,4,3,35.2010747789,-106.641162297,"Angostura Reach","Winter"
2018,12,23,"BioPark",2,3,2.5,35.0799846256,-106.669723455,"Angostura Reach","Winter"
2018,12,24,"Santo Domingo",NA,NA,NA,35.50989,-106.3896,"Cochiti Reach","Winter"
2018,12,25,"Crawford",0,0,0,34.637561057629,-106.74347269011,"Isleta Reach","Winter"
2018,12,26,"Mesilla",NA,NA,NA,32.248328,-106.821014,"South of San Marcial Reach","Winter"
2018,12,27,"Bosque Farm",NA,NA,NA,34.8477697505695,-106.714997116643,"Isleta Reach","Winter"
2018,12,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Winter"
2018,12,29,"Albuquerque Overbank Project",0.1,0,0.05,35.0452081969,-106.665732215,"Angostura Reach","Winter"
2018,12,30,"State Land Office",3,4,3.5,34.9679188689,-106.685667747,"Angostura Reach","Winter"
2018,12,31,"San Jose",0.8,1.3,1.05,35.0124335977,-106.672728518,"Angostura Reach","Winter"
2018,12,32,"Sandia",2,NA,2,35.255,-106.5907,"Angostura Reach","Winter"
2018,12,33,"Bosque del Apache",3.5,5,4.25,33.8196650872,-106.854014975,"San Acacia Reach","Winter"
2019,1,1,"Alameda",18,21,19.5,35.1880598884,-106.646949118,"Angostura Reach","Winter"
2019,1,2,"Rio Grande Nature Center",13,14,13.5,35.1267624154,-106.688450012,"Angostura Reach","Winter"
2019,1,3,"Los Lunas",13,30,21.5,34.8123850767529,-106.714471968474,"Isleta Reach","Winter"
2019,1,4,"Belen",NA,36,36,34.6481124155284,-106.737727748983,"Isleta Reach","Winter"
2019,1,5,"Santa Ana",14,22,18,35.34284,-106.5458,"Angostura Reach","Winter"
2019,1,6,"Savannah",NA,NA,NA,35.1428674147,-106.681982289,"Angostura Reach","Winter"
2019,1,7,"Lemitar",19,20,19.5,34.1670457032,-106.889953039,"San Acacia Reach","Winter"
2019,1,8,"Hispanic Cultural Center",15,18.5,16.75,35.0688083802,-106.65807622,"Angostura Reach","Winter"
2019,1,9,"Ohkay Owingeh",NA,NA,NA,36.0618,-106.0761,"Cochiti Reach","Winter"
2019,1,10,"Diversion",14,20,17,35.1916189224,-106.643382687,"Angostura Reach","Winter"
2019,1,11,"Calabacillas",14,22,18,35.1946222612,-106.646350963,"Angostura Reach","Winter"
2019,1,12,"Minnow",NA,21,21,35.1972256042,-106.644122231,"Angostura Reach","Winter"
2019,1,13,"Harrison",11,19,15,35.0150622305,-106.673722917,"Angostura Reach","Winter"
2019,1,14,"Sevilleta",NA,18.5,18.5,34.2586573236,-106.883372761,"San Acacia Reach","Winter"
2019,1,15,"Valencia Cleared",22.5,34,28.25,34.6486505386211,-106.739180486447,"Isleta Reach","Winter"
2019,1,16,"Valencia Forest",20,35,27.5,34.6472147233729,-106.738922864063,"Isleta Reach","Winter"
2019,1,17,"Montano",9.5,18.7,14.1,35.1452628545,-106.680332705,"Angostura Reach","Winter"
2019,1,18,"Reynolds Cleared",17,35,26,34.6567454384498,-106.738602216398,"Isleta Reach","Winter"
2019,1,19,"Reynolds Forest",26,30,28,34.6576114622675,-106.739436295579,"Isleta Reach","Winter"
2019,1,20,"Route 66",6,17,11.5,35.1006512603,-106.691932797,"Angostura Reach","Winter"
2019,1,21,"Badger",13,17,15,35.1955715759,-106.641632737,"Angostura Reach","Winter"
2019,1,22,"Bobcat",10,16,13,35.2010747789,-106.641162297,"Angostura Reach","Winter"
2019,1,23,"BioPark",12.3,NA,12.3,35.0799846256,-106.669723455,"Angostura Reach","Winter"
2019,1,24,"Santo Domingo",23,NA,23,35.50989,-106.3896,"Cochiti Reach","Winter"
2019,1,25,"Crawford",NA,37,37,34.637561057629,-106.74347269011,"Isleta Reach","Winter"
2019,1,26,"Mesilla",NA,NA,NA,32.248328,-106.821014,"South of San Marcial Reach","Winter"
2019,1,27,"Bosque Farm",NA,NA,NA,34.8477697505695,-106.714997116643,"Isleta Reach","Winter"
2019,1,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Winter"
2019,1,29,"Albuquerque Overbank Project",13,20,16.5,35.0452081969,-106.665732215,"Angostura Reach","Winter"
2019,1,30,"State Land Office",15,16,15.5,34.9679188689,-106.685667747,"Angostura Reach","Winter"
2019,1,31,"San Jose",12,19,15.5,35.0124335977,-106.672728518,"Angostura Reach","Winter"
2019,1,32,"Sandia",17,NA,17,35.255,-106.5907,"Angostura Reach","Winter"
2019,1,33,"Bosque del Apache",15,23,19,33.8196650872,-106.854014975,"San Acacia Reach","Winter"
2019,2,1,"Alameda",NA,6.2,6.2,35.1880598884,-106.646949118,"Angostura Reach","Winter"
2019,2,2,"Rio Grande Nature Center",3.5,4.5,4,35.1267624154,-106.688450012,"Angostura Reach","Winter"
2019,2,3,"Los Lunas",4,12,8,34.8123850767529,-106.714471968474,"Isleta Reach","Winter"
2019,2,4,"Belen",1.8,7.5,4.65,34.6481124155284,-106.737727748983,"Isleta Reach","Winter"
2019,2,5,"Santa Ana",6,13,9.5,35.34284,-106.5458,"Angostura Reach","Winter"
2019,2,6,"Savannah",4.2,7,5.6,35.1428674147,-106.681982289,"Angostura Reach","Winter"
2019,2,7,"Lemitar",2,5.5,3.75,34.1670457032,-106.889953039,"San Acacia Reach","Winter"
2019,2,8,"Hispanic Cultural Center",7.5,10,8.75,35.0688083802,-106.65807622,"Angostura Reach","Winter"
2019,2,9,"Ohkay Owingeh",NA,NA,NA,36.0618,-106.0761,"Cochiti Reach","Winter"
2019,2,10,"Diversion",11,9,10,35.1916189224,-106.643382687,"Angostura Reach","Winter"
2019,2,11,"Calabacillas",4.5,10,7.25,35.1946222612,-106.646350963,"Angostura Reach","Winter"
2019,2,12,"Minnow",NA,10,10,35.1972256042,-106.644122231,"Angostura Reach","Winter"
2019,2,13,"Harrison",2,5,3.5,35.0150622305,-106.673722917,"Angostura Reach","Winter"
2019,2,14,"Sevilleta",4.5,5.5,5,34.2586573236,-106.883372761,"San Acacia Reach","Winter"
2019,2,15,"Valencia Cleared",2,7,4.5,34.6486505386211,-106.739180486447,"Isleta Reach","Winter"
2019,2,16,"Valencia Forest",6,9.5,7.75,34.6472147233729,-106.738922864063,"Isleta Reach","Winter"
2019,2,17,"Montano",2.5,6.5,4.5,35.1452628545,-106.680332705,"Angostura Reach","Winter"
2019,2,18,"Reynolds Cleared",2.3,5,3.65,34.6567454384498,-106.738602216398,"Isleta Reach","Winter"
2019,2,19,"Reynolds Forest",3.5,5.3,4.4,34.6576114622675,-106.739436295579,"Isleta Reach","Winter"
2019,2,20,"Route 66",1.3,6,3.65,35.1006512603,-106.691932797,"Angostura Reach","Winter"
2019,2,21,"Badger",4,4.4,4.2,35.1955715759,-106.641632737,"Angostura Reach","Winter"
2019,2,22,"Bobcat",4,10,7,35.2010747789,-106.641162297,"Angostura Reach","Winter"
2019,2,23,"BioPark",2.5,5,3.75,35.0799846256,-106.669723455,"Angostura Reach","Winter"
2019,2,24,"Santo Domingo",3,NA,3,35.50989,-106.3896,"Cochiti Reach","Winter"
2019,2,25,"Crawford",NA,4.5,4.5,34.637561057629,-106.74347269011,"Isleta Reach","Winter"
2019,2,26,"Mesilla",NA,NA,NA,32.248328,-106.821014,"South of San Marcial Reach","Winter"
2019,2,27,"Bosque Farm",NA,NA,NA,34.8477697505695,-106.714997116643,"Isleta Reach","Winter"
2019,2,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Winter"
2019,2,29,"Albuquerque Overbank Project",2,4,3,35.0452081969,-106.665732215,"Angostura Reach","Winter"
2019,2,30,"State Land Office",4.5,4,4.25,34.9679188689,-106.685667747,"Angostura Reach","Winter"
2019,2,31,"San Jose",2.5,4.5,3.5,35.0124335977,-106.672728518,"Angostura Reach","Winter"
2019,2,32,"Sandia",4,7,5.5,35.255,-106.5907,"Angostura Reach","Winter"
2019,2,33,"Bosque del Apache",0.8,1.3,1.05,33.8196650872,-106.854014975,"San Acacia Reach","Winter"
2019,3,1,"Alameda",0,15,7.5,35.1880598884,-106.646949118,"Angostura Reach","Spring"
2019,3,2,"Rio Grande Nature Center",14,11,12.5,35.1267624154,-106.688450012,"Angostura Reach","Spring"
2019,3,3,"Los Lunas",NA,9.3,9.3,34.8123850767529,-106.714471968474,"Isleta Reach","Spring"
2019,3,4,"Belen",4.5,11.8,8.15,34.6481124155284,-106.737727748983,"Isleta Reach","Spring"
2019,3,5,"Santa Ana",11,14,12.5,35.34284,-106.5458,"Angostura Reach","Spring"
2019,3,6,"Savannah",16,27,21.5,35.1428674147,-106.681982289,"Angostura Reach","Spring"
2019,3,7,"Lemitar",6,8.5,7.25,34.1670457032,-106.889953039,"San Acacia Reach","Spring"
2019,3,8,"Hispanic Cultural Center",10.5,16,13.25,35.0688083802,-106.65807622,"Angostura Reach","Spring"
2019,3,9,"Ohkay Owingeh",NA,NA,NA,36.0618,-106.0761,"Cochiti Reach","Spring"
2019,3,10,"Diversion",4.6,17,10.8,35.1916189224,-106.643382687,"Angostura Reach","Spring"
2019,3,11,"Calabacillas",5,10,7.5,35.1946222612,-106.646350963,"Angostura Reach","Spring"
2019,3,12,"Minnow",NA,43,43,35.1972256042,-106.644122231,"Angostura Reach","Spring"
2019,3,13,"Harrison",9.5,17,13.25,35.0150622305,-106.673722917,"Angostura Reach","Spring"
2019,3,14,"Sevilleta",9.5,9.5,9.5,34.2586573236,-106.883372761,"San Acacia Reach","Spring"
2019,3,15,"Valencia Cleared",4.5,10.5,7.5,34.6486505386211,-106.739180486447,"Isleta Reach","Spring"
2019,3,16,"Valencia Forest",4.5,6,5.25,34.6472147233729,-106.738922864063,"Isleta Reach","Spring"
2019,3,17,"Montano",5,16,10.5,35.1452628545,-106.680332705,"Angostura Reach","Spring"
2019,3,18,"Reynolds Cleared",4,11,7.5,34.6567454384498,-106.738602216398,"Isleta Reach","Spring"
2019,3,19,"Reynolds Forest",6,11,8.5,34.6576114622675,-106.739436295579,"Isleta Reach","Spring"
2019,3,20,"Route 66",7.3,15,11.15,35.1006512603,-106.691932797,"Angostura Reach","Spring"
2019,3,21,"Badger",7,13,10,35.1955715759,-106.641632737,"Angostura Reach","Spring"
2019,3,22,"Bobcat",10,9.5,9.75,35.2010747789,-106.641162297,"Angostura Reach","Spring"
2019,3,23,"BioPark",13.2,19.8,16.5,35.0799846256,-106.669723455,"Angostura Reach","Spring"
2019,3,24,"Santo Domingo",38,NA,38,35.50989,-106.3896,"Cochiti Reach","Spring"
2019,3,25,"Crawford",NA,11.5,11.5,34.637561057629,-106.74347269011,"Isleta Reach","Spring"
2019,3,26,"Mesilla",NA,NA,NA,32.248328,-106.821014,"South of San Marcial Reach","Spring"
2019,3,27,"Bosque Farm",NA,NA,NA,34.8477697505695,-106.714997116643,"Isleta Reach","Spring"
2019,3,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Spring"
2019,3,29,"Albuquerque Overbank Project",8,19,13.5,35.0452081969,-106.665732215,"Angostura Reach","Spring"
2019,3,30,"State Land Office",42,56,49,34.9679188689,-106.685667747,"Angostura Reach","Spring"
2019,3,31,"San Jose",11,19,15,35.0124335977,-106.672728518,"Angostura Reach","Spring"
2019,3,32,"Sandia",11,18,14.5,35.255,-106.5907,"Angostura Reach","Spring"
2019,3,33,"Bosque del Apache",9,15,12,33.8196650872,-106.854014975,"San Acacia Reach","Spring"
2019,4,1,"Alameda",3,3.3,3.15,35.1880598884,-106.646949118,"Angostura Reach","Spring"
2019,4,2,"Rio Grande Nature Center",2.1,2.5,2.3,35.1267624154,-106.688450012,"Angostura Reach","Spring"
2019,4,3,"Los Lunas",4.5,NA,4.5,34.8123850767529,-106.714471968474,"Isleta Reach","Spring"
2019,4,4,"Belen",3,3.9,3.45,34.6481124155284,-106.737727748983,"Isleta Reach","Spring"
2019,4,5,"Santa Ana",2,3,2.5,35.34284,-106.5458,"Angostura Reach","Spring"
2019,4,6,"Savannah",9,13,11,35.1428674147,-106.681982289,"Angostura Reach","Spring"
2019,4,7,"Lemitar",16,18,17,34.1670457032,-106.889953039,"San Acacia Reach","Spring"
2019,4,8,"Hispanic Cultural Center",1.4,3.3,2.35,35.0688083802,-106.65807622,"Angostura Reach","Spring"
2019,4,10,"Diversion",4.5,8.5,6.5,35.1916189224,-106.643382687,"Angostura Reach","Spring"
2019,4,11,"Calabacillas",7.5,13,10.25,35.1946222612,-106.646350963,"Angostura Reach","Spring"
2019,4,12,"Minnow",1,4.3,2.65,35.1972256042,-106.644122231,"Angostura Reach","Spring"
2019,4,13,"Harrison",16,NA,16,35.0150622305,-106.673722917,"Angostura Reach","Spring"
2019,4,14,"Sevilleta",14,18,16,34.2586573236,-106.883372761,"San Acacia Reach","Spring"
2019,4,15,"Valencia Cleared",13,19,16,34.6486505386211,-106.739180486447,"Isleta Reach","Spring"
2019,4,16,"Valencia Forest",2.3,4,3.15,34.6472147233729,-106.738922864063,"Isleta Reach","Spring"
2019,4,17,"Montano",4.5,16,10.25,35.1452628545,-106.680332705,"Angostura Reach","Spring"
2019,4,18,"Reynolds Cleared",11,19,15,34.6567454384498,-106.738602216398,"Isleta Reach","Spring"
2019,4,19,"Reynolds Forest",16.3,18,17.15,34.6576114622675,-106.739436295579,"Isleta Reach","Spring"
2019,4,20,"Route 66",3,8.5,5.75,35.1006512603,-106.691932797,"Angostura Reach","Spring"
2019,4,21,"Badger",4,6.5,5.25,35.1955715759,-106.641632737,"Angostura Reach","Spring"
2019,4,22,"Bobcat",4,11.5,7.75,35.2010747789,-106.641162297,"Angostura Reach","Spring"
2019,4,23,"BioPark",13,16,14.5,35.0799846256,-106.669723455,"Angostura Reach","Spring"
2019,4,24,"Santo Domingo",3.8,NA,3.8,35.50989,-106.3896,"Cochiti Reach","Spring"
2019,4,25,"Crawford",3.5,5.3,4.4,34.637561057629,-106.74347269011,"Isleta Reach","Spring"
2019,4,26,"Mesilla",NA,NA,NA,32.248328,-106.821014,"South of San Marcial Reach","Spring"
2019,4,27,"Bosque Farm",NA,NA,NA,34.8477697505695,-106.714997116643,"Isleta Reach","Spring"
2019,4,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Spring"
2019,4,29,"Albuquerque Overbank Project",3.5,11,7.25,35.0452081969,-106.665732215,"Angostura Reach","Spring"
2019,4,30,"State Land Office",4,4.5,4.25,34.9679188689,-106.685667747,"Angostura Reach","Spring"
2019,4,31,"San Jose",7,3.5,5.25,35.0124335977,-106.672728518,"Angostura Reach","Spring"
2019,4,32,"Sandia",7,11,9,35.255,-106.5907,"Angostura Reach","Spring"
2019,4,33,"Bosque del Apache",NA,4,4,33.8196650872,-106.854014975,"San Acacia Reach","Spring"
2019,4,34,"River Realignment",NA,NA,NA,33.8227,-106.8419,"San Acacia Reach","Spring"
2019,5,1,"Alameda",15,43,29,35.1880598884,-106.646949118,"Angostura Reach","Spring"
2019,5,2,"Rio Grande Nature Center",16,NA,16,35.1267624154,-106.688450012,"Angostura Reach","Spring"
2019,5,3,"Los Lunas",16,23,19.5,34.8123850767529,-106.714471968474,"Isleta Reach","Spring"
2019,5,4,"Belen",NA,40,40,34.6481124155284,-106.737727748983,"Isleta Reach","Spring"
2019,5,5,"Santa Ana",19,24,21.5,35.34284,-106.5458,"Angostura Reach","Spring"
2019,5,6,"Savannah",5,9.5,7.25,35.1428674147,-106.681982289,"Angostura Reach","Spring"
2019,5,7,"Lemitar",7.5,12.5,10,34.1670457032,-106.889953039,"San Acacia Reach","Spring"
2019,5,8,"Hispanic Cultural Center",19,29,24,35.0688083802,-106.65807622,"Angostura Reach","Spring"
2019,5,10,"Diversion",15,35,25,35.1916189224,-106.643382687,"Angostura Reach","Spring"
2019,5,11,"Calabacillas",22,32,27,35.1946222612,-106.646350963,"Angostura Reach","Spring"
2019,5,12,"Minnow",10,39,24.5,35.1972256042,-106.644122231,"Angostura Reach","Spring"
2019,5,13,"Harrison",3.3,13,8.15,35.0150622305,-106.673722917,"Angostura Reach","Spring"
2019,5,14,"Sevilleta",10,8.5,9.25,34.2586573236,-106.883372761,"San Acacia Reach","Spring"
2019,5,15,"Valencia Cleared",16,29,22.5,34.6486505386211,-106.739180486447,"Isleta Reach","Spring"
2019,5,16,"Valencia Forest",25,33,29,34.6472147233729,-106.738922864063,"Isleta Reach","Spring"
2019,5,17,"Montano",3.5,15,9.25,35.1452628545,-106.680332705,"Angostura Reach","Spring"
2019,5,18,"Reynolds Cleared",11,29,20,34.6567454384498,-106.738602216398,"Isleta Reach","Spring"
2019,5,19,"Reynolds Forest",19,28.5,23.75,34.6576114622675,-106.739436295579,"Isleta Reach","Spring"
2019,5,20,"Route 66",NA,17.5,17.5,35.1006512603,-106.691932797,"Angostura Reach","Spring"
2019,5,21,"Badger",19,33,26,35.1955715759,-106.641632737,"Angostura Reach","Spring"
2019,5,22,"Bobcat",11,30,20.5,35.2010747789,-106.641162297,"Angostura Reach","Spring"
2019,5,23,"BioPark",15.5,14,14.75,35.0799846256,-106.669723455,"Angostura Reach","Spring"
2019,5,24,"Santo Domingo",NA,38,38,35.50989,-106.3896,"Cochiti Reach","Spring"
2019,5,25,"Crawford",36,48,42,34.637561057629,-106.74347269011,"Isleta Reach","Spring"
2019,5,26,"Mesilla",6,10,8,32.248328,-106.821014,"South of San Marcial Reach","Spring"
2019,5,27,"Bosque Farm",NA,NA,NA,34.8477697505695,-106.714997116643,"Isleta Reach","Spring"
2019,5,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Spring"
2019,5,29,"Albuquerque Overbank Project",9,23,16,35.0452081969,-106.665732215,"Angostura Reach","Spring"
2019,5,30,"State Land Office",20,26,23,34.9679188689,-106.685667747,"Angostura Reach","Spring"
2019,5,31,"San Jose",12,24,18,35.0124335977,-106.672728518,"Angostura Reach","Spring"
2019,5,32,"Sandia",4,12,8,35.255,-106.5907,"Angostura Reach","Spring"
2019,5,33,"Bosque del Apache",NA,NA,NA,33.8196650872,-106.854014975,"San Acacia Reach","Spring"
2019,5,34,"River Realignment",15,27,21,33.8227,-106.8419,"San Acacia Reach","Spring"
2019,6,1,"Alameda",0.5,2,1.25,35.1880598884,-106.646949118,"Angostura Reach","Spring"
2019,6,2,"Rio Grande Nature Center",0.8,0,0.4,35.1267624154,-106.688450012,"Angostura Reach","Spring"
2019,6,3,"Los Lunas",NA,NA,NA,34.8123850767529,-106.714471968474,"Isleta Reach","Spring"
2019,6,4,"Belen",3.5,5,4.25,34.6481124155284,-106.737727748983,"Isleta Reach","Spring"
2019,6,5,"Santa Ana",0.5,0.8,0.65,35.34284,-106.5458,"Angostura Reach","Spring"
2019,6,6,"Savannah",0,0,0,35.1428674147,-106.681982289,"Angostura Reach","Spring"
2019,6,7,"Lemitar",8.5,11,9.75,34.1670457032,-106.889953039,"San Acacia Reach","Spring"
2019,6,8,"Hispanic Cultural Center",0.5,1.5,1,35.0688083802,-106.65807622,"Angostura Reach","Spring"
2019,6,10,"Diversion",0.5,NA,0.5,35.1916189224,-106.643382687,"Angostura Reach","Spring"
2019,6,11,"Calabacillas",0.5,2,1.25,35.1946222612,-106.646350963,"Angostura Reach","Spring"
2019,6,12,"Minnow",0,2,1,35.1972256042,-106.644122231,"Angostura Reach","Spring"
2019,6,13,"Harrison",0.5,2.3,1.4,35.0150622305,-106.673722917,"Angostura Reach","Spring"
2019,6,14,"Sevilleta",18,20.5,19.25,34.2586573236,-106.883372761,"San Acacia Reach","Spring"
2019,6,15,"Valencia Cleared",1.5,5,3.25,34.6486505386211,-106.739180486447,"Isleta Reach","Spring"
2019,6,16,"Valencia Forest",2,4.5,3.25,34.6472147233729,-106.738922864063,"Isleta Reach","Spring"
2019,6,17,"Montano",0,0,0,35.1452628545,-106.680332705,"Angostura Reach","Spring"
2019,6,18,"Reynolds Cleared",0.5,3.5,2,34.6567454384498,-106.738602216398,"Isleta Reach","Spring"
2019,6,19,"Reynolds Forest",NA,4,4,34.6576114622675,-106.739436295579,"Isleta Reach","Spring"
2019,6,20,"Route 66",0.8,0.3,0.55,35.1006512603,-106.691932797,"Angostura Reach","Spring"
2019,6,21,"Badger",0,NA,0,35.1955715759,-106.641632737,"Angostura Reach","Spring"
2019,6,22,"Bobcat",NA,1.8,1.8,35.2010747789,-106.641162297,"Angostura Reach","Spring"
2019,6,23,"BioPark",NA,1.3,1.3,35.0799846256,-106.669723455,"Angostura Reach","Spring"
2019,6,24,"Santo Domingo",NA,5,5,35.50989,-106.3896,"Cochiti Reach","Spring"
2019,6,25,"Crawford",2,4.5,3.25,34.637561057629,-106.74347269011,"Isleta Reach","Spring"
2019,6,26,"Mesilla",27,NA,27,32.248328,-106.821014,"South of San Marcial Reach","Spring"
2019,6,27,"Bosque Farm",NA,NA,NA,34.8477697505695,-106.714997116643,"Isleta Reach","Spring"
2019,6,28,"Valle de Oro",NA,NA,NA,34.9797688406,-106.680112434,"Angostura Reach","Spring"
2019,6,29,"Albuquerque Overbank Project",0.8,1.5,1.15,35.0452081969,-106.665732215,"Angostura Reach","Spring"
2019,6,30,"State Land Office",5.5,7,6.25,34.9679188689,-106.685667747,"Angostura Reach","Spring"
2019,6,31,"San Jose",0,2.5,1.25,35.0124335977,-106.672728518,"Angostura Reach","Spring"
2019,6,32,"Sandia",0,0.5,0.25,35.255,-106.5907,"Angostura Reach","Spring"
2019,6,33,"Bosque del Apache",NA,NA,NA,33.8196650872,-106.854014975,"San Acacia Reach","Spring"
2019,6,34,"River Realignment",NA,NA,NA,33.8227,-106.8419,"San Acacia Reach","Spring"
2019,7,1,"Alameda",9,14,11.5,35.1880598884,-106.646949118,"Angostura Reach","Monsoon"
2019,7,2,"Rio Grande Nature Center",20,24.5,22.25,35.1267624154,-106.688450012,"Angostura Reach","Monsoon"
2019,7,3,"Los Lunas",NA,NA,NA,34.8123850767529,-106.714471968474,"Isleta Reach","Monsoon"
2019,7,4,"Belen",7.5,7,7.25,34.6481124155284,-106.737727748983,"Isleta Reach","Monsoon"
2019,7,5,"Santa Ana",5,9,7,35.34284,-106.5458,"Angostura Reach","Monsoon"
2019,7,6,"Savannah",7,21,14,35.1428674147,-106.681982289,"Angostura Reach","Monsoon"
2019,7,7,"Lemitar",15,9,12,34.1670457032,-106.889953039,"San Acacia Reach","Monsoon"
2019,7,8,"Hispanic Cultural Center",23,37.5,30.25,35.0688083802,-106.65807622,"Angostura Reach","Monsoon"
2019,7,10,"Diversion",7,15,11,35.1916189224,-106.643382687,"Angostura Reach","Monsoon"
2019,7,11,"Calabacillas",9,15,12,35.1946222612,-106.646350963,"Angostura Reach","Monsoon"
2019,7,12,"Minnow",4.5,11,7.75,35.1972256042,-106.644122231,"Angostura Reach","Monsoon"
2019,7,13,"Harrison",12.5,16,14.25,35.0150622305,-106.673722917,"Angostura Reach","Monsoon"
2019,7,14,"Sevilleta",1.8,7,4.4,34.2586573236,-106.883372761,"San Acacia Reach","Monsoon"
2019,7,15,"Valencia Cleared",NA,7.6,7.6,34.6486505386211,-106.739180486447,"Isleta Reach","Monsoon"
2019,7,16,"Valencia Forest",4,6.5,5.25,34.6472147233729,-106.738922864063,"Isleta Reach","Monsoon"
2019,7,17,"Montano",3.5,21,12.25,35.1452628545,-106.680332705,"Angostura Reach","Monsoon"
2019,7,18,"Reynolds Cleared",4.5,7,5.75,34.6567454384498,-106.738602216398,"Isleta Reach","Monsoon"
2019,7,19,"Reynolds Forest",1.5,7.5,4.5,34.6576114622675,-106.739436295579,"Isleta Reach","Monsoon"
2019,7,20,"Route 66",8,18,13,35.1006512603,-106.691932797,"Angostura Reach","Monsoon"
2019,7,21,"Badger",4.5,12.5,8.5,35.1955715759,-106.641632737,"Angostura Reach","Monsoon"
2019,7,22,"Bobcat",NA,13,13,35.2010747789,-106.641162297,"Angostura Reach","Monsoon"
2019,7,23,"BioPark",1,14,7.5,35.0799846256,-106.669723455,"Angostura Reach","Monsoon"
