Year,Site number,Species,cover_total
2018,12,SAGO,4.62
2018,12,SARA3,2.06
2018,12,SARA3 ,1.09
2018,12,SATR12,5.96
2018,12,SIIR,0.23
2018,12,SOEL,0.98
2018,12,SPAI,14.03
2018,12,SPAN3,6.52
2018,12,SPCR,0.6
2018,12,SPORO,1.03
2018,12,TACH2,1.87
2018,12,ULPU,13.95
2018,12,UNID,0.04
2018,12,UNK,0.03
2018,13,AMFR,1.25
2018,13,AMPS,2.37
2018,13,APCA,8.74
2018,13,BASA,2.98
2018,13,BASA4,5.89
2018,13,BASC5,1.44
2018,13,BRCA6,0.08
2018,13,CAREX,4.18
2018,13,CHAMA15,0.04
2018,13,ECHIN4,0.84
2018,13,ELAN,76.6
2018,13,ELCA4,0.39
2018,13,ELTR7,1.34
2018,13,EQLA,18.06
2018,13,EUOC4,4.22
2018,13,GRASS,0.2
2018,13,LEOR,10.88
2018,13,MEOF,2.7
2018,13,MOAL,0.15
2018,13,MUAS,4.89999999999999
2018,13,OEELH,0.08
2018,13,PACA6,0.21
2018,13,PAOB,3.22
2018,13,PASPA2,1.86
2018,13,PAVI5,4.38
2018,13,PODEW,80.79
2018,13,POPR,0.52
2018,13,SAEX,104.25
2018,13,SAGO,0.87
2018,13,SARA3,24.49
2018,13,SCACO2,0.38
2018,13,SCHOE6,0.32
2018,13,SCPH,1.11
2018,13,SONU2,3.96
2018,13,SPORO,0.98
2018,13,TACH2,2.24
2018,13,TAOF,0.23
2018,13,TYDO,0.18
2018,13,TYPHA,0.02
2018,13,ULPU,27.91
2018,13,XAST,0.07
2018,13,.,0
2018,14,ANCA10,1.68
2018,14,CHSP11,0.53
2018,14,DISP,70.64
2018,14,ELAN,95.54
2018,14,JUARL,4.72
2018,14,LYTO,3.79
2018,14,MUAS,6.67
2018,14,PAOB,0.14
2018,14,PODEW,140.41
2018,14,SAEX,0.29
2018,14,SPORO,0.21
2018,14,TACH2,89.65
2018,15,ANCA10,134.7
2018,15,BASC5,25.37
2018,15,DISP,90.4800000000001
2018,15,ELAN,18.51
2018,15,HOJU,0.32
2018,15,LYTO,46.77
2018,15,MUAS,28.81
2018,15,PAOB,0.15
2018,15,PODEW,42.63
2018,15,SAEX,16.37
2018,15,SAGO,1.62
2018,15,TACH2,3.52
2018,15,THPO7,5.69
2018,16,AMPS,0.03
2018,16,ANCA10,81.48
2018,16,BASC5,102.8
2018,16,DISP,21.26
2018,16,ELAN,8.54
2018,16,LYTO,2.08
2018,16,MUAS,25
2018,16,PODEW,26.72
2018,16,RHTR,1.61
2018,16,SAEX,6.42
2018,16,SAGO,11.3
2018,16,SOEL,0.3
2018,16,SPAI,2.89
2018,17,ACHY,3.02
2018,17,AIAL,21.62
2018,17,AMFL,1.23
2018,17,AMFR,0.98
2018,17,BASC5,11.91
2018,17,BRASSI,0.09
2018,17,BRINI,0.57
2018,17,CHAL7,0.01
2018,17,CHAMA15,0.66
2018,17,CHENO,0.04
2018,17,DAWR2,1.59
2018,17,DIWI2,0.33
2018,17,ELAN,53.37
2018,17,ELEL5,0.54
2018,17,FORB,0.04
2018,17,GRASS,2.18
2018,17,HECI,0.45
2018,17,HOJU,0.29
2018,17,HOSU,0.55
2018,17,KAPA,0.06
2018,17,PASM,0.04
2018,17,PODEW,61.53
2018,17,RIAU,2.53
2018,17,SAGO,8.47
2018,17,SATR12,3.7
2018,17,SOEL,6.47
2018,17,SPAI,21.02
2018,17,SPAN3,5.54
2018,17,SPCO4,6.38
2018,17,SPCR,4.18
2018,17,SPFL3,0.22
2018,17,SPORO,2.74
2018,17,UNK,0.1
2018,19,ACHY,0.62
2018,19,ANCA10,17.1
2018,19,BASC5,10.63
2018,19,ELAN,17.91
2018,19,LYTO,2.18
2018,19,PAVI5,0.21
2018,19,PODEW,170.65
2018,19,RIAU,4.03
2018,19,SAGO,4.17
2018,19,TACH2,17.74
2018,20,ATCA2,0.53
2018,20,BASC5,6.6
2018,20,BOBA2,0.05
2018,20,BOUTE,0.01
2018,20,CHAMA15,0.4
2018,20,DIWI2,0.19
2018,20,DYPA,0.01
2018,20,ELAN,55.9
2018,20,ELEL5,0.08
2018,20,GRASS,0.36
2018,20,LASE,0.03
2018,20,MELIL,0.02
2018,20,MEOF,0.26
2018,20,MOAL,30.37
2018,20,MUAS,0.63
2018,20,PODEW,67.73
2018,20,SAEX,57.16
2018,20,SAGO,0.19
2018,20,SATR12,3.08
2018,20,SOEL,0.82
2018,20,SPCR,0.29
2018,20,SPORO,0.73
2018,20,TACH2,7.1
2018,20,TRTE,0.04
2018,20,ULPU,41.54
2018,20,UMS,0.02
2018,21,AIAL,0.72
2018,21,AMARA,0.36
2018,21,AMFR,17.17
2018,21,APCA,0.47
2018,21,BOBA2,0.03
2018,21,CHAMA15,1.57
2018,21,CRYPT,0.11
2018,21,ELEL5,0.18
2018,21,FORB,0.08
2018,21,GAMO5,0.65
2018,21,GRASS,0.02
2018,21,HEAN3,0.05
2018,21,LASE,0.07
2018,21,LEFUF,0.21
2018,21,PAVI5,7.88
2018,21,PHACE,0.07
2018,21,PODEW,134.67
2018,21,SAEX,23.93
2018,21,SIIR,0.1
2018,21,SOEL,7.34
2018,21,SPAN3,1.58
2018,21,SPORO,0.36
2018,21,ULPU,5.01
2018,22,ANCA10,18.43
2018,22,BRCA6,0.03
2018,22,BREUC2,0.31
2018,22,BROMU,0.37
2018,22,COAR4,0.48
2018,22,DISP,7.02
2018,22,ELCA4,0.65
2018,22,ELEL5,1.8
2018,22,EQLA,1.22
2018,22,GAMO5,0.37
2018,22,GLLE3,3.38
2018,22,GRASS,0.32
2018,22,JUARL,4.24
2018,22,LASE,0.03
2018,22,MELIL,0.05
2018,22,MUAS,19.87
2018,22,PAOB,2.34
2018,22,PAVI5,0.31
2018,22,PODEW,143.99
2018,22,SAEX,22.95
2018,22,SAGO,34.42
2018,22,SATR12,1.05
2018,22,SIIR,0.43
2018,22,SOEL,0.57
2018,22,SPAI,3.12
2018,22,SPAN3,2.65
2018,22,SPORO,0.31
2018,22,SYER,0.53
2018,22,ULPU,0.15
2018,23,ACHY,0.11
2018,23,AMARA,0.04
2018,23,BASC5,2.42
2018,23,BOBA2,0.15
2018,23,BOCU,0.97
2018,23,CHAL7,0.04
2018,23,CHAMA15,0.47
2018,23,CHVI4,0.02
2018,23,ECMUM,0.08
2018,23,ELAN,0.04
2018,23,ELEL5,47.68
2018,23,FORB,0.3
2018,23,GRASS,0.16
2018,23,LASE,0.15
2018,23,MAAQ2,0.72
2018,23,MACA2,0.02
2018,23,MEOF,0.01
2018,23,MUAS,3.57
2018,23,PASM,0.01
2018,23,PODEW,130.9
2018,23,PORTU,0.41
2018,23,SARA3,0.21
2018,23,SATR12,3.58
2018,23,SEFL3,0.35
2018,23,SEVI4,0.04
2018,23,SOEL,2.55
2018,23,SOLAN,0.06
2018,23,SPAN3,2.47
2018,23,SPCO4,0.9
2018,23,SPCR,17.74
2018,23,SPORO,1.85
2018,23,TRAGO,0.16
2018,23,TRTE,1.51
2018,23,ULPU,1.41
2018,24,BOBA2,0.02
2018,24,CHAMA15,0.17
2018,24,CHVI8,8.2
2018,24,COCA5,0.06
2018,24,CYIM2,0.83
2018,24,DISP,0.66
2018,24,ELEL5,0.28
2018,24,ERBE2,1.37
2018,24,FOPUP,8.13
2018,24,FORB,0.02
2018,24,GAMO5,0.07
2018,24,GRSQ,0.02
2018,24,GUSA2,20.8
2018,24,HEVI4,0.22
2018,24,IPLO2,0.15
2018,24,JUMO,5.68
2018,24,MAPIP4,2.92
2018,24,OPUNT,0.07
2018,24,PODEW,80.8
2018,24,SATR12,0.33
2018,24,SOEL,0.21
2018,24,SPAN3,0.23
2018,24,SPCR,0.34
2018,24,SPORO,0.46
2018,24,TRTE,0.03
2018,25,ANCA10,81.76
2018,25,ASSU2,0.07
2018,25,BASC5,25.47
2018,25,COAR4,0.53
2018,25,COCA5,2.56
2018,25,DEIL,0.14
2018,25,DISP,16.99
2018,25,ELAN,30.32
2018,25,EUOC4,0.56
2018,25,GAMO5,0.05
2018,25,GLLE3,4.32
2018,25,HEAN3,0.29
2018,25,HECI,0.72
2018,25,HOJU,0.11
2018,25,JUARL,3.94
2018,25,LYTO,0.56
2018,25,MELIL,3.05
2018,25,MEOF,7.19
2018,25,MUAS,31.82
2018,25,PAOB,1.66
2018,25,PODEW,83.28
2018,25,SAEX,10.15
2018,25,SPAI,1.48
2018,25,SPCR,11.71
2018,25,SPORO,2.96
2018,25,TACH2,17.95
2018,25,XAST,0.22
2018,27,AMPS,2.67
2018,27,APCA,1.36
2018,27,BASA4,0.04
2018,27,CAREX,13.93
2018,27,DISP,0.17
2018,27,ELAN,16.27
2018,27,EQLA,4.01999999999999
2018,27,EUOC4,19.79
2018,27,GRASS,0.04
2018,27,HOJU,0.69
2018,27,JUARL,0.33
2018,27,MOAL,11.72
2018,27,MUAS,34.13
2018,27,PAOB,2.95
2018,27,PHAU7,3.28
2018,27,PODEW,179.22
2018,27,POPR,1.52
2018,27,RATA,0.46
2018,27,RIAU,0.18
2018,27,SAEX,2.87
2018,27,SOCA6,0.19
2018,27,SONU2,1.06
2018,27,TACH2,2.03
2018,29,AGGI2,6.33
2018,29,AMPS,10.64
2018,29,APCA,10.61
2018,29,BASA,5.91
2018,29,BASA4,1.98
2018,29,BIFR,0.09
2018,29,BROMU,0.12
2018,29,CAREX,18.99
2018,29,CHSP11,6.47
2018,29,COAR4,2.23
2018,29,COCA5,0.84
2018,29,CYDA,13.05
2018,29,CYPER,0.05
2018,29,DISP,45.6500000000001
2018,29,ECHIN4,0.03
2018,29,ELAN,46.48
2018,29,ELCA4,0.69
2018,29,ELEL5,0.02
2018,29,ELTR7,0.31
2018,29,EQLA,3.52999999999999
2018,29,EUOC4,9.7
2018,29,FORB,0.05
2018,29,GAMO5,2.55
2018,29,GRASS,1.16
2018,29,GRSQ,0.26
2018,29,HEAN3,0.4
2018,29,HOJU,0.02
2018,29,JUARL,0.81
2018,29,LASE,0.29
2018,29,MACA2,0.05
2018,29,MELIL,13.25
2018,29,MEOF,5.24
2018,29,MESA,0.05
2018,29,MOAL,1.47
2018,29,MUAS,32.34
2018,29,OECU2,0.08
2018,29,OEELH,0.16
2018,29,PADI16,0.18
2018,29,PAOB,20.8
2018,29,PASPA2,0.3
2018,29,PODEW,52.63
2018,29,POPR,0.12
2018,29,PYPA4,0.21
2018,29,SAEX,57.69
2018,29,SAGO,2.41
2018,29,SARA3,67.64
2018,29,SCAR7,2.04
2018,29,SCPH,4.66
2018,29,SCPU10,0.5
2018,29,SOHA,21.89
2018,29,SONU2,22.89
2018,29,SPCO4,0.06
2018,29,SPORO,2.69
2018,29,SYER,1.07
2018,29,SYLAH6,2.63
2018,29,SYMPH4,0.57
2018,29,TACH2,0.38
2018,29,TECA3,6.59
2018,29,ULPU,30.97
2018,29,.,0.02
2018,30,ACHY,0.04
2018,30,AMFR,0.77
2018,30,APCA,0.64
2018,30,ATCA2,8.39
2018,30,BASC5,7.79
2018,30,BOCU,0.59
2018,30,BOGR2,1.77
2018,30,BRCA6,0.34
2018,30,DISP,21.2
2018,30,ELAN,3.89
2018,30,EUOC4,1.11
2018,30,FOPUP,1.46
2018,30,GRASS,0.07
2018,30,HEAN3,0.01
2018,30,JUARL,1.27
2018,30,MUAS,0.86
2018,30,PLJA,1.21
2018,30,PODEW,122.12
2018,30,SAAM2,0.08
2018,30,SAEX,37.42
2018,30,SARA3,0.17
2018,30,SATR12,11.28
2018,30,SCHIZ4,0.27
2018,30,SCPU10,12.98
2018,30,SPAI,23.61
2018,30,SPAN3,0.97
2018,30,SPCR,4.06999999999999
2018,30,SPORO,0.48
2018,30,TACH2,0.3
2018,30,TYDO,8.44
2018,30,ULPU,1.85
2018,30,UNID,0.23
2018,31,BASA,3.24
2018,31,BASA4,5.86
2018,31,BRCA6,0.01
2018,31,BROMU,0.09
2018,31,COCA5,0.5
2018,31,DISP,6.68
2018,31,ELEL5,1.61
2018,31,GRASS,0.02
2018,31,HEAN3,1.65
2018,31,MELIL,0.49
2018,31,MOAL,7.64
2018,31,MUAS,0.98
2018,31,PODEW,78.67
2018,31,SAEX,130.06
2018,31,SAGO,2.46
2018,31,SARA3,0.49
2018,31,SOEL,0.13
2018,31,SPORO,0.07
2018,31,ULPU,2.8
2018,31,XAST,0.06
2018,32,AMBL,0.16
2018,32,BASA,1.86
2018,32,BASA4,34.63
2018,32,BOBA2,0.63
2018,32,CHAMA15,0.22
2018,32,CHLE4,0.38
2018,32,CLSE,0.37
2018,32,DISP,9.06
2018,32,FORB,0.07
2018,32,GRASS,0.36
2018,32,MUAS,1.81
2018,32,PAOB,0.13
2018,32,SAAM2,4.5
2018,32,SAGO,11.96
2018,32,SATR12,12.41
2018,32,SIIR,0.02
2018,32,SOEL,24.3
2018,32,SOLAN,0.18
2018,32,SPAI,6.58
2018,32,SPAN3,0.03
2018,32,SPCR,0.2
2018,32,SPHAE,0.14
2018,32,SPORO,1.44
2018,32,SPWR2,2.14
2018,32,TRTE,0.22
2018,32,.,1.39
2018,33,AMAC2,0.15
2018,33,AMFR,4.49
2018,33,APCA,1
2018,33,BASA,2.1
2018,33,BASC5,0.19
2018,33,CAREX,1.23
2018,33,ECCR,34.43
2018,33,PODEW,196.88
2018,33,SAEX,10.23
2018,33,SAGO,6.2
2018,33,TACH2,49.11
2018,33,.,0.11
2019,1,AMFR,3.76
2019,1,ARPU9,0.28
2019,1,CHAMA15,0.02
2019,1,COCA5,0.16
2019,1,ELAN,4.18
2019,1,ELEL5,0.15
2019,1,FOPUP,174.6
2019,1,OESU3,0.52
2019,1,PAVI5,2.71
2019,1,PODEW,145.98
2019,1,SAAM2,2.14
2019,1,SAEX,1.02
2019,1,SEFL3,1.54
2019,1,SPCR,0.01
2019,1,SPORO,0.58
2019,1,TACH2,3.65
2019,1,ULPU,17.74
2019,1,.,0.07
2019,2,ACHY,0.59
2019,2,AMFR,0.87
2019,2,ARPU9,0.26
2019,2,ATCA2,5.59
2019,2,CHAMA15,0.05
2019,2,ELEL5,3.35
2019,2,GUSA2,19.6
2019,2,HEAN3,0.45
2019,2,HENE5,4.8
2019,2,IPLO2,0.01
2019,2,LASE,0.48
2019,2,MELIL,1.34
2019,2,MEOF,10.81
2019,2,PAOB,0.56
2019,2,PODEW,67.94
2019,2,SATR12,9.21
2019,2,SEFL3,1
2019,2,SPAN3,0.31
2019,2,SPCR,13.86
2019,2,SPORO,6.26999999999998
2019,2,TRAGO,0.45
2019,2,ULPU,0.01
2019,3,AMFR,1.45
2019,3,ANCA10,58.0300000000001
2019,3,APCA,7.99
2019,3,BASA,0.16
2019,3,BIFR,0.12
2019,3,CAREX,9.99999999999997
2019,3,ELAN,41.26
2019,3,EUOC4,0.32
2019,3,FOPUP,2.83
2019,3,LEMNA,0.99
2019,3,MOAL,14.69
2019,3,MUAS,0.02
2019,3,PAVI5,7.83
2019,3,PODEW,111.87
2019,3,SAAM2,7.84
2019,3,SAEX,69.39
2019,3,SAGO,4.24
2019,3,SPORO,0.01
2019,3,ULPU,43.09
2019,3,.,0.03
2019,4,APCA,0.08
2019,4,ASSU2,0.09
2019,4,BASA4,2.31
2019,4,BASC5,0.04
2019,4,CAREX,2.18
2019,4,CYPER,3.71
2019,4,DISP,4.74999999999999
2019,4,ELAN,107.01
2019,4,ELCA4,1.23
2019,4,EQLA,0.83
2019,4,ERPE,0.08
2019,4,EUOC4,1.38
2019,4,FORB,0.03
2019,4,GRASS,0.08
2019,4,HOJU,0.01
2019,4,JUARL,0.02
2019,4,LATAP,0.02
2019,4,LEFUF,0.18
2019,4,MUAS,20.25
2019,4,PAOB,38.1200000000001
2019,4,PODEW,213.54
2019,4,SAEX,5.17
2019,4,SAGO,0.19
2019,4,SPORO,0.02
2019,4,TECA3,0.1
2019,5,ACHY,0.01
2019,5,BASC5,17.47
2019,5,DISP,0.68
2019,5,ELEL5,18.81
2019,5,FOPUP,16.12
2019,5,JUMO,0.25
2019,5,PODEW,139.54
2019,5,SATR12,38.62
2019,5,SEFL3,0.11
2019,5,SPCO4,0.79
2019,6,AIAL,8.35
2019,6,AMFR,0.2
2019,6,ATCA2,1.34
2019,6,BASC5,89.94
2019,6,BRINI,0.76
2019,6,CHAMA15,0.11
2019,6,COAR4,1.5
2019,6,COCA5,4.55
2019,6,CRTE4,0.05
2019,6,ELAN,98.92
2019,6,ELCA4,0.01
2019,6,ELEL5,0.93
2019,6,FORB,0.05
2019,6,GLLE3,2.37
2019,6,HEAN3,3.76
2019,6,HECI,9.29
2019,6,HOJU,1.27
2019,6,LASE,0.38
2019,6,MACA2,0.59
2019,6,MELIL,0.04
2019,6,MEOF,1.02
2019,6,PASM,2.3
2019,6,PHYSA,0.11
2019,6,PODEW,57.95
2019,6,RIAU,7.56
2019,6,SAEX,0.63
2019,6,SATR12,2.31
2019,6,SELE6,13.75
2019,6,SOEL,5.22
2019,6,SONCH,1.09
2019,6,SPAI,17.78
2019,6,SPAN3,3.29
2019,6,SPCO4,1.65
2019,6,SPCR,0.41
2019,6,SPORO,5
2019,6,TACH2,41.11
2019,6,.,0.12
2019,7,AMAC2,0.03
2019,7,ARTEM,0.12
2019,7,BOUTE,3.09999999999999
2019,7,CHAMA15,0.19
2019,7,DALA3,0.03
2019,7,DIWI2,2.48
2019,7,FOPUP,2.24
2019,7,GRASS,0.1
2019,7,GUSA2,5.08
2019,7,HYMEN4,0.11
2019,7,IPLO2,1.18
2019,7,MACA2,1.28
2019,7,MAPIP4,0.37
2019,7,NYCTAG,0.3
2019,7,OENOT,0.02
2019,7,PODEW,5.95
2019,7,POHA5,0.12
2019,7,PSSC6,13.44
2019,7,SATR12,4.74
2019,7,SPCO4,0.46
2019,7,SPFL2,0.08
2019,7,SPORO,9.91
2019,7,TACH2,13.5
2019,8,AMFR,4.33
2019,8,BACCH,0.03
2019,8,BASA,9.35
2019,8,BASC5,9.11
2019,8,BRCA6,0.97
2019,8,CAREX,0.05
2019,8,CYDA,1.5
2019,8,ECHIN4,0.49
2019,8,ECMUM,0.01
2019,8,ELAN,13.01
2019,8,ELCA4,2.99
2019,8,ELEL5,2.1
2019,8,FOPUP,13.1
2019,8,FORB,0.02
2019,8,GAMO5,0.07
2019,8,GLTR,1.21
2019,8,GRASS,0.01
2019,8,HEAN3,0.11
2019,8,HOJU,3.81
2019,8,LASE,0.3
2019,8,LYTO,12.26
2019,8,MELIL,0.44
2019,8,MOAL,1.6
2019,8,MUAS,9.05
2019,8,PASM,4.9
2019,8,PLJA,0.59
2019,8,PODEW,144.66
2019,8,SAGO,7.52
2019,8,SIIR,0.03
2019,8,SOAS,0.22
2019,8,SONCH,0.04
2019,8,SPAI,1.53
2019,8,SPCR,0.77
2019,8,SPORO,0.07
2019,8,THPO7,126.8
2019,8,ULPU,30.05
2019,8,XAST,1.23
2019,10,ARDR4,0.09
2019,10,ARFI2,0.3
2019,10,ASSU2,0.26
2019,10,ATCA2,0.6
2019,10,BOBA2,1.76
2019,10,CAREX,0.3
2019,10,CHAMA15,5.29999999999999
2019,10,COCA5,0.1
2019,10,CYGL,0.01
2019,10,CYPER,0.05
2019,10,ELEL5,0.98
2019,10,ERCI,0.11
2019,10,ERIGE2,0.03
2019,10,FOPUP,8.6
2019,10,GAMO5,0.32
2019,10,GLLE3,0.76
2019,10,GRASS,1.48
2019,10,GUSA2,0.61
2019,10,HEAN3,0.04
2019,10,HOJU,0.04
2019,10,MENTZ,1.36
2019,10,MEOF,1.58
2019,10,MOAL,8.53
2019,10,MOSQ,0.06
2019,10,MUAS,3.87
2019,10,MUME2,1
2019,10,MUME5,0.64
2019,10,OENOT,0.03
2019,10,OPPH,3.89
2019,10,PACA6,0.11
2019,10,PAVI5,1.92
2019,10,PODEW,44.73
2019,10,RATA,0.62
2019,10,SAEX,25.87
2019,10,SATR12,0.17
2019,10,SPAI,8.96999999999999
2019,10,SPAN3,0.31
2019,10,SPCR,2.33
2019,10,SPORO,13.38
2019,10,TACH2,30.91
2019,10,TOAN,0.12
2019,10,UDS,1.1
2019,10,ULPU,32.86
2019,12,AIAL,3.49
2019,12,AMPS,2.62
2019,12,ASSP,0.01
2019,12,ASSU2,0.36
2019,12,BASA4,0.05
2019,12,BASC5,1.06
2019,12,BROMU,0.33
2019,12,COCA5,0.02
2019,12,CYDA,0.96
2019,12,DISP,3.88
2019,12,ELAN,11.24
2019,12,ELCA4,0.36
2019,12,ELEL5,4.00999999999999
2019,12,FOPUP,10.56
2019,12,FORB,0.07
2019,12,GAMO5,0.82
2019,12,GRASS,0.12
2019,12,HEAN3,2.42
2019,12,LASE,0.26
2019,12,MACA2,0.64
2019,12,MELIL,0.5
2019,12,MEOF,2.51
2019,12,MUAS,6.48
2019,12,PAOB,3.6
2019,12,PASM,5.33
2019,12,PAVI5,5.42
2019,12,PODEW,143.23
2019,12,SAAM2,0.67
2019,12,SAEX,3.27
2019,12,SAGO,6.74
2019,12,SARA3,1.52
2019,12,SATR12,34.52
2019,12,SOEL,0.6
2019,12,SPAI,13.89
2019,12,SPAN3,2.14
2019,12,SPORO,8.29999999999999
2019,12,TACH2,4.37
2019,12,ULPU,18.78
2019,13,AMFR,1.84
2019,13,AMPS,0.08
2019,13,APCA,1.96
2019,13,BASA,2.95
2019,13,BIDEN,0.01
2019,13,CARA2,0.04
2019,13,CAREX,5.74
2019,13,CESP4,0.05
2019,13,CHAMA15,0.02
2019,13,CYES,0.12
2019,13,CYGL,0.25
2019,13,CYPER,0.21
2019,13,DISP,0.13
2019,13,ECHIN4,0.12
2019,13,ELAN,76.95
2019,13,ELTR7,0.19
2019,13,EQLA,40.1999999999999
2019,13,ERAGR,0.01
2019,13,EUOC4,5.23
2019,13,GRASS,1.14
2019,13,LEOR,5.23
2019,13,MOAL,0.15
2019,13,MUAS,0.84
2019,13,PAOB,2.84
2019,13,PAVI5,5.61
2019,13,PODEW,87.22
2019,13,RUMEX,0.35
2019,13,SAEX,128.46
2019,13,SAGO,1.51
2019,13,SARA3,22.75
2019,13,SCAC3,0.2
2019,13,SCAR7,0.33
2019,13,SCHOE6,0.01
2019,13,SCPH,0.81
2019,13,SONU2,1.62
2019,13,SPORO,0.02
2019,13,TACH2,3.69
2019,13,TYDO,0.07
2019,13,TYPHA,0.07
2019,13,UDS,0.01
2019,13,ULPU,24.77
2019,13,XAST,1.54
2019,13,.,1.46
2019,14,ANCA10,2.89
2019,14,BASA,1.18
2019,14,CHSP11,0.98
2019,14,DISP,70.05
2019,14,ELAN,92.31
2019,14,FOPUP,0.14
2019,14,GRASS,0.02
2019,14,JUARL,6.62
2019,14,LYTO,0.15
2019,14,MUAS,3.55
2019,14,PODEW,130.08
2019,14,SAGO,0.6
2019,14,SPORO,0.36
2019,14,TACH2,74.38
2019,15,ANCA10,150.12
2019,15,BASC5,27.9
2019,15,DISA,0.04
2019,15,DISP,98.55
2019,15,ELAN,23.27
2019,15,ELEL5,0.06
2019,15,HOJU,0.82
2019,15,LYTO,45.08
2019,15,MUAS,34.25
2019,15,PODEW,25.55
2019,15,SAEX,15.72
2019,15,SPAI,2.6
2019,15,TACH2,3.97
2019,15,THPO7,15.3
2019,16,ANCA10,94.69
2019,16,BASC5,160.55
2019,16,DISP,21.84
2019,16,ELAN,9
2019,16,LYTO,0.51
2019,16,MUAS,29.12
2019,16,PODEW,28.97
2019,16,RHTR,1.24
2019,16,SAEX,6.38
2019,16,SAGO,10.71
2019,16,SOEL,10.34
2019,16,SPAI,1
2019,16,TACH2,0.3
2019,17,ACHY,2.95
2019,17,AIAL,32.42
2019,17,AMAC2,3.75
2019,17,AMFR,0.21
2019,17,BASA,1.53
2019,17,BASC5,136.66
2019,17,BRINI,3.73
2019,17,COAR4,0.09
2019,17,COCA5,0.06
2019,17,COCA6,0.14
2019,17,DAWR2,0.28
2019,17,DIWI2,0.72
2019,17,ELAN,44.56
2019,17,ELEL5,0.17
2019,17,FOPUP,1.26
2019,17,FORB,0.38
2019,17,HEAN3,13.78
2019,17,HECI,0.24
2019,17,HOJU,1.16
2019,17,LASE,2.79
2019,17,MESA,0.12
2019,17,PASM,1.48
2019,17,PODEW,72.2
2019,17,RIAM,0.62
2019,17,RIAU,1.26
2019,17,SAAM2,9.66
2019,17,SATR12,13.78
2019,17,SOEL,3.83
2019,17,SPAI,17.4
2019,17,SPAN3,0.79
2019,17,SPCO4,0.42
2019,17,SPCR,2.19
2019,17,SPIFL,0.01
2019,17,SPORO,19.02
2019,17,SPORP,0.16
2019,17,.,1.51
2019,19,ACHY,0.24
2019,19,ANCA10,26.8
2019,19,BASC5,34.01
2019,19,ELAN,21.09
2019,19,LYTO,6.57
2019,19,PAVI5,0.72
2019,19,PODEW,158.06
2019,19,RIAU,5.55
2019,19,SAGO,6.78
2019,19,SOEL,0.24
2019,19,SPAI,1.25
2019,19,TACH2,31.67
2019,20,BASC5,11.93
2019,20,BOCU,0.06
2019,20,CHAMA15,0.13
2019,20,CHENO,0.01
2019,20,COCA5,0.24
2019,20,DIWI2,0.25
2019,20,ELAN,56.8
2019,20,ELEL5,0.28
2019,20,ERBE2,0.08
2019,20,GAMO5,0.06
2019,20,GRASS,0.32
2019,20,HEAN3,1.03
2019,20,LASE,0.03
2019,20,MACA2,0.33
2019,20,MELIL,0.18
2019,20,MOAL,23.6
2019,20,MUAS,0.9
2019,20,PODEW,72.7
2019,20,SAEX,67.35
2019,20,SATR12,23.75
2019,20,SOEL,0.5
2019,20,SPHAE,0.02
2019,20,SPORO,1.47
2019,20,TACH2,8.05
2019,20,ULPU,59.34
2019,21,AIAL,2.51
2019,21,AMFR,17.8
2019,21,APCA,0.72
2019,21,BASC5,1.26
2019,21,CAREX,0.01
2019,21,COCA5,1.99
2019,21,ELEL5,0.34
2019,21,FORB,7.95999999999995
2019,21,GAMO5,0.34
2019,21,GRASS,0.4
2019,21,HEAN3,0.19
2019,21,LASE,0.08
2019,21,MACA2,0.43
2019,21,MEOF,0.1
2019,21,PAVI5,8.08
2019,21,PODEW,122.27
2019,21,SAEX,21.61
2019,21,SATR12,30.13
2019,21,SOEL,9.61
2019,21,SONI,0.38
2019,21,SPAN3,2.19
2019,21,SPORO,0.96
2019,21,TRTE,0.03
2019,21,ULPU,9.43
2019,21,UNK,0.01
2019,21,.,0.07
2019,22,ACHY,0.01
2019,22,AMPS,0.02
2019,22,ANCA10,24.76
2019,22,APCA,0.09
2019,22,BASC5,0.14
2019,22,CAREX,0.01
2019,22,COAR4,1.96
2019,22,COCA5,1.47
2019,22,DISP,9.59
2019,22,ELCA4,1.6
2019,22,ELEL5,0.17
2019,22,EQLA,1.71
2019,22,FORB,0.7
2019,22,GAMO5,0.13
2019,22,GLLE3,5.27
2019,22,GRASS,0.48
2019,22,HEAN3,0.31
2019,22,JUARL,7.26
2019,22,LASE,0.51
2019,22,MACA2,0.18
2019,22,MAPIP4,0.11
2019,22,MELIL,0.1
2019,22,MEOF,1.53
2019,22,MUAS,19.28
2019,22,OENOT,0.04
2019,22,PAOB,1.79
2019,22,PAVI5,0.21
2019,22,PODEW,163.8
2019,22,SAAM2,0.47
2019,22,SAEX,15.17
2019,22,SAGO,27.06
2019,22,SATR12,8.34
2019,22,SOEL,0.73
2019,22,SONCH,0.06
2019,22,SPAI,1.16
2019,22,SPAN3,1.97
2019,22,SPORO,0.51
2019,22,SYER,1.37
2019,22,TAOF,0.03
2019,22,ULPU,0.14
2019,24,CHVI4,1.43
2019,24,CHVI8,7.05
2019,24,COCA5,0.47
2019,24,CYIM2,0.36
2019,24,DISP,0.55
2019,24,ELEL5,0.35
2019,24,ERBE2,0.68
2019,24,ERDI4,0.53
2019,24,FOPUP,8.74
2019,24,FORB,0.03
2019,24,GAMO5,0.01
2019,24,GAURA,0.21
